,rec_name,tot_time_seconds,rec_source,rating
White-Chocolate-Coconut-Brownies-979393,White Chocolate-Coconut Brownies,3600.0,Brown Eyed Baker,4
Snickers-Brownie-Bars-1616002,Snickers Brownie Bars,3300.0,Food Charlatan,4
White-Brownies-Allrecipes,White Brownies,2100.0,AllRecipes,4
Smores-Brownie-1424368,S’mores Brownie,3600.0,Nicki's Random Musings,4
Brownie-Cookies-1223143,Brownie Cookies,7920.0,The Happier Homemaker,3
Caramel-Pecan-Brownies-Martha-Stewart,Caramel Pecan Brownies,3900.0,Martha Stewart,5
Frosted-Fudge-Brownies-1506827,Frosted Fudge Brownies,2400.0,Cookie Madness,4
Peanut-Butter-Cheesecake-Brownies-470391,Peanut Butter Cheesecake Brownies,4200.0,Tracey's Culinary Adventures,4
Traditional-Spring-Celebration-Brownies-1559782,Traditional Spring Celebration Brownies,6300.0,Betty Crocker,3
Kit-Kat-Cheesecake-Brownies-1330031,Kit Kat Cheesecake Brownies,4200.0,Chocolate Moosey,4
Orange-Brownies-TasteOfHome,Orange Brownies,3000.0,Taste of Home,5
Fudgy-Caramel-Brownies-472586,Fudgy Caramel Brownies,5100.0,Recipe Girl,5
The-Hirshon-Frangelico-Brownie-1625035,The Hirshon Frangelico Brownie,3000.0,The Food Dictator,4
Chewy_-Fudgy-Triple-Chocolate-Brownies-482094,"Chewy, Fudgy Triple-Chocolate Brownies",3600.0,Brown Eyed Baker,4
White-Chocolate-Cheesecake-Brownies-499670,White Chocolate Cheesecake Brownies,3600.0,Pinch of Yum,4
Praline-Brownies-1594663,Praline Brownies,3900.0,Diary Of A Recipe Collector,4
Fudgy-Flourless-Brownies-1602872,Fudgy Flourless Brownies,600.0,Gluten-Free on a Shoestring,4
Minty-Chocolate-Mousse-Brownies-1060338,Minty Chocolate Mousse Brownies,5100.0,Sweet Treats & More,4
Espresso-Brownies-489255,Espresso Brownies,3300.0,Love and Olive Oil,4
Peanut-Butter-Swirl-Chocolate-Brownies-779780,Peanut Butter Swirl Chocolate Brownies,2700.0,Diabetic Living,3
Ooey-Gooey-Brownies-1558414,Ooey Gooey Brownies,3000.0,Amy's Healthy Baking,4
Gingerbread-Brownies-1434844,Gingerbread Brownies,7200.0,Love and Olive Oil,4
Toffee-Chunk-Brownie-Cookies-1684641,Toffee Chunk Brownie Cookies,1200.0,Something Swanky,4
Black-Bottom-Brownies-1111975,Black-Bottom Brownies,2700.0,Bon Appétit,3
Best-Ever-Buckeye-Brownies---Most-Pinned-Post-1439268,Best Ever Buckeye Brownies - Most Pinned Post,3600.0,SusieQTpies Cafe,4
Black-Forest-Brownies-1216827,Black Forest Brownies,3000.0,Grumpy's Honeybunch,4
The-Ultimate-Brownie-Crazy-Milkshake___-1579277,The Ultimate Brownie Crazy Milkshake!!!,600.0,Kevin and Amanda,4
Double-fudge-brownies-299325,Double Fudge Brownies,6000.0,Unilever North America,4
OREO-Brownie-Trifle-1032981,OREO Brownie Trifle,1800.0,A Step in the Journey,4
Turtle-Brownies-486493,Turtle Brownies,4200.0,Rock Recipes,4
_Paleo_-Fudgy-Avocado-Brownies-634538,(Paleo) Fudgy Avocado Brownies,3000.0,The Iron You,3
Buckeye-Brownie-Cookies-1579442,Buckeye Brownie Cookies,3240.0,Tastes of Lizzy T,4
Classic-Frosted-Brownies-1542896,Classic Frosted Brownies,3300.0,12Tomatoes,4
Chocolate-Banana-Brownies-1615781,Chocolate Banana Brownies,2700.0,Alida's Kitchen,4
Peanut-Butter-and-Salted-Caramel-Brownies-1305758,Peanut Butter and Salted Caramel Brownies,3300.0,Bake Eat Repeat,4
Fudgy-Brownies-with-Cookie-Butter-Frosting-997202,Fudgy Brownies with Cookie Butter Frosting,3300.0,Lauren's Latest,4
Marshmallow-Crunch-Brownie-Bars-1630833,Marshmallow Crunch Brownie Bars,3600.0,Brown Eyed Baker,4
Oreo-Brownies-976297,Oreo Brownies,3900.0,The Idea Room,4
Peanut-Butter-_-Jelly-Brownie-Sundaes-1551985,Peanut Butter & Jelly Brownie Sundaes,900.0,Unilever North America,4
Rocky-Road-Brownies-1572834,Rocky Road Brownies,2100.0,Turnips 2 Tangerines,4
Brownie-Mix-1556744,Brownie Mix,300.0,My Frugal Home,4
Beer-Brownies-1459720,Beer Brownies,4200.0,Dessert for Two,4
Moist-_-Fudgy-Paleo-Brownies-1519511,Moist & Fudgy Paleo Brownies,1620.0,My Life Cravings,4
Bunny-Brownie-Truffles-1548729,Bunny Brownie Truffles,3000.0,Frugal Family Home,4
Easy-chocolate-Brownie-1633718,Easy chocolate Brownie,,ladiesboxx,4
The-Best-German-Chocolate-Brownies-1597552,The Best German Chocolate Brownies,600.0,Averie Cooks,4
Fudgey-Chocolate-Chunk-Brownies-577459,Fudgey Chocolate Chunk Brownies,2700.0,Something Swanky,4
Healthy-Two-Minute-Brownie-1448589,Healthy Two Minute Brownie,420.0,Running with Spoons,4
Hot-Chocolate-Brownies-1423992,Hot Chocolate Brownies,3000.0,Sweet As A Cookie,4
Basic-Brownies-1470238,Basic Brownies,3000.0,Casa Costello,4
Mint-Julep-Brownies-1089637,Mint Julep Brownies,3600.0,Spicy Southern Kitchen,4
Nutella-Brownie-S_mores-Cookie-Bars-1698465,Nutella Brownie S'mores Cookie Bars,1800.0,Something Swanky,4
Peppermint-Bark-Brownies-1419358,Peppermint Bark Brownies,14100.0,"Food, Folks, and Fun",4
Dulce-de-Leche-Cashew-Brownies-1029343,Dulce de Leche Cashew Brownies,3000.0,Bake or Break,4
Black-Sesame-Brownies-1353790,Black Sesame Brownies,2400.0,Pig Pig's Corner,4
Walnut-Brownie-1012836,Walnut Brownie,2400.0,Quest Nutrition,3
Brownie-batter-pancakes-352001,Brownie Batter Pancakes,,Skinnytaste,5
Skillet-Brownie-for-Two-1354695,Skillet Brownie for Two,1200.0,"Dinners, Dishes and Desserts",4
Chocolate-Peanut-Butter-Pretzel-Brownies-1569011,Chocolate Peanut Butter Pretzel Brownies,3600.0,Feast and West,4
Caramel-Pumpkin-Brownie-Trifle-1364377,Caramel Pumpkin Brownie Trifle,28800.0,Pillsbury,3
Hemp-Seed-and-Coconut-Brownie-Bites-1688622,Hemp Seed and Coconut Brownie Bites,1500.0,Veggie Souls,4
Valentine-Heart-Brownies-1090090,Valentine Heart Brownies,1800.0,Cincy Shopper,4
Cherry-Cheese-Cake-Brownies-1504488,Cherry Cheese Cake Brownies,4500.0,Thinking Outside The Pot,3
Chocolate-Caramel-Brownies-1059392,Chocolate Caramel Brownies,3600.0,Moms & Munchkins,4
Lemon-Brownies-472463,Lemon Brownies,3300.0,Recipe Girl,5
Gooey-Maltesers-brownies-1277458,Gooey Maltesers brownies,2700.0,the hungry mum,4
Almond-Butter-Pumpkin-Brownies-770157,Almond Butter Pumpkin Brownies,2100.0,This Primal Life,4
Pumpkin-Cheesecake-Brownies-466441,Pumpkin Cheesecake Brownies,3600.0,Eat The Love,5
Marzipan-Brownies-1368957,Marzipan Brownies,5100.0,Food Nouveau,4
Zucchini-Brownies-1241440,Zucchini Brownies,3000.0,Well Plated,4
Tahini-And-Halva-Brownies-1617737,Tahini And Halva Brownies,3000.0,Ottolenghi,3
Dulce-de-Leche-Brownies-1290430,Dulce de Leche Brownies,9900.0,Leite's Culinaria,4
Frosted-Fudge-Brownies-1360469,Frosted Fudge Brownies,2100.0,Taste of Home,3
Sneaky-Beet-Brownies-543373,Sneaky Beet Brownies,2100.0,Fit Foodie Finds,4
Spooky-Spider-Brownies-1233359,Spooky Spider Brownies,1200.0,"Dinners, Dishes and Desserts",4
Ricotta-Cheesecake-Brownies-1176449,Ricotta Cheesecake Brownies,3600.0,Baking Bites,4
Ga_s-Brownies-1166046,Ga's Brownies,2100.0,My Utensil Crock,4
Best-Brownie-677202,Best Brownie,2100.0,In Fine Balance,4
Peanut-Butter-Cookie-Brownies-1001332,Peanut Butter Cookie Brownies,3000.0,The Little Kitchen,4
1-minute-brownie-in-a-mug-351149,1 Minute Brownie In a Mug,900.0,Real Mom Kitchen,5
Dark-Chocolate-Velvet-Brownies-1238062,Dark Chocolate Velvet Brownies,3000.0,Simple Homemaking,4
German-Chocolate-Brownies-1016382,German Chocolate Brownies,2400.0,Sweet and Savory by Shinee,4
OREO-Brownie-Cupcakes-748385,OREO Brownie Cupcakes,2400.0,Faithfully Free,4
Tahini-Brownies-1612442,Tahini Brownies,2700.0,The Healthy Maven,4
Mounds-Brownies-1348129,Mounds Brownies,4200.0,SugarHero,4
Brownies-from-Scratch-Easy-and-Better-then-a-Box-Mix_-1209674,Brownies from Scratch Easy and Better then a Box Mix!,1800.0,Penny Pincher Jenny,3
MMMMM___-Brownies-1605069,MMMMM... Brownies,3600.0,AllRecipes,4
Black-Forest-Brownie-Trifles-1680729,Black Forest Brownie Trifles,5100.0,From Away,4
Copycat-Cosmic-Brownies-1049492,Copycat Cosmic Brownies,1680.0,The Domestic Rebel,4
Coconut-Nutella-Brownies-1184832,Coconut Nutella Brownies,3120.0,Inside BruCrew Life,4
Irish-Cream-Brownies-My-Recipes,Irish Cream Brownies,2700.0,MyRecipes,4
Easy-Chocolate-Brownie-1016574,Easy Chocolate Brownie,2400.0,A Day in Candiland,4
Warm-Brownie-Cups-Martha-Stewart,Warm Brownie Cups,3600.0,Martha Stewart,5
Monster-Cookie-Brownies-1346597,Monster Cookie Brownies,3900.0,A Kitchen Addiction,4
Double-Chocolate-Brownies-489720,Double Chocolate Brownies,3600.0,Bake or Break,4
Chocolate-Stout-Beer-Brownies-961262,Chocolate Stout Beer Brownies,2100.0,Recipe for Perfection,4
Cream-Cheese-Swirl-Brownies-991125,Cream Cheese Swirl Brownies,2700.0,Taste of Home,3
Strawberry-Shortcake-Brownie-1553248,Strawberry Shortcake Brownie,3000.0,Bowl Me Over,4
Frosted-Rainbow-Chip-Brownies-1051755,Frosted Rainbow Chip Brownies,900.0,Inside BruCrew Life,4
No-Bake-Brownie-Truffles-1380863,No-Bake Brownie Truffles,1800.0,The Pampered Chef,3
Ad-Hoc-Brownies-466899,Ad Hoc Brownies,3000.0,Eat The Love,5
Most-Amazing-Chocolate-Fudge-Brownies-937370,Most Amazing Chocolate Fudge Brownies,3600.0,Savormania,4
Rich_-Fudgy-Brownies-900218,"Rich, Fudgy Brownies",3300.0,Kristine's Kitchen,4
Salted-Caramel-Brownies-1558604,Salted Caramel Brownies,3900.0,Coley Cooks,4
Linda_s-Awesome-Brownies-Allrecipes,Linda's Awesome Brownies,3000.0,AllRecipes,4
Mint-Brownies-1634623,Mint Brownies,3600.0,The Farmer's Daughter,4
Easy-Brownies-599862,Easy Brownies,2100.0,Seduction in The Kitchen,3
Better-than-Brownie-Chocolate-Cookies-519720,Better-than-Brownie Chocolate Cookies,2400.0,Tracey's Culinary Adventures,4
Double-Chocolate-Chip-Brownies-1575139,Double Chocolate Chip Brownies,2100.0,Eating On A Dime,4
Frosted-Espresso-Cinnamon-Brownies-1561744,Frosted Espresso Cinnamon Brownies,3900.0,Honest Cooking,3
Red-Velvet-Cheesecake-Brownies-998882,Red Velvet Cheesecake Brownies,2700.0,Food Fanatic,4
Reeses-Peanut-Butter-Brownies-1019044,Reese’s Peanut Butter Brownies,2100.0,Tastes of Lizzy T,4
Peanut-Butter-Brownies-497733,Peanut Butter Brownies,3600.0,La Cocinera Con Prisa,4
Mochamallow-Brownies-1043267,Mochamallow Brownies,2400.0,Kandy's Kitchen Kreations,4
Thick-and-Fudgy-Toffee-Brownies-1080136,Thick and Fudgy Toffee Brownies,3300.0,Handle the Heat,4
Rolo-brownie-bites-335376,Rolo Brownie Bites,4800.0,Bakers Royale,5
