,rec_name,tot_time_seconds,rec_source,rating
Paleo-Samosa-Brownies-1700313,Paleo Samosa Brownies,3300.0,A Girl Worth Saving,4
Casey_s-Brownie-Sundae-Cups-1691467,Casey's Brownie Sundae Cups,1800.0,Beach House Kitchen,4
Brownies-681896,Brownies,2100.0,Healthy Mom for Junk Food Kids,4
Brownies-1425774,Brownies,3300.0,Don't Sweat The Recipe,4
Easy-Buckeye-Brownies-1598323,Easy Buckeye Brownies,900.0,Chelsea's Messy Apron,4
Salted-Caramel-Brownie-Bites-1685698,Salted Caramel Brownie Bites,3000.0,Live Well Bake Often,4
Cadbury-Egg-Brownies-1541908,Cadbury Egg Brownies,4500.0,Confessions of a Cookbook Queen,4
6-Ingredient-Espresso-Brownies-1629846,6 Ingredient Espresso Brownies,3300.0,Pinch of Yum,4
Incredible-3-Ingredient-Nutella-Brownies-679277,Incredible 3-Ingredient Nutella Brownies,2400.0,The Comfort of Cooking,4
Skillet-Brownies-1681662,Skillet Brownies,1800.0,Charnopia,4
Absolutely-the-Best-Brownie-Recipe-Ever-1691150,Absolutely the Best Brownie Recipe Ever,3000.0,No Fail Recipes,4
S_mores-brownies-333828,S’mores Brownies,3300.0,How Sweet It Is,5
Fudgy-Dark-Chocolate-Brownies-1611469,Fudgy Dark Chocolate Brownies,2700.0,Belle of the Kitchen,4
Cinnamon-Crumb-Brownies-1690915,Cinnamon Crumb Brownies,3600.0,Bake or Break,4
Brownies-1001536,Brownies,3000.0,Articook,4
Oreo-Truffle-Brownies-1417153,Oreo Truffle Brownies,2100.0,Crazy For Crust,4
37-calorie-brownies___-and-no_-I_m-not-kidding_-1697616,"37 calorie brownies... and no, I'm not kidding.",1500.0,Broma Bakery,4
Cheesecake-Brownies-1166766,Cheesecake Brownies,3300.0,Crazy for Cookies and More,4
Chocolate-Raspberry-Brownies-1641306,Chocolate-Raspberry Brownies,4200.0,The Heritage Cook,4
Turtle-Brownies-1126669,Turtle Brownies,2400.0,Who Needs A Cape,4
Pumpkin-Brownies-1588887,Pumpkin Brownies,3000.0,Fit Mom Angela D,4
5-Minute-Brownie-in-a-Mug-1199161,5-Minute Brownie in a Mug,300.0,Inspired Taste,4
Lazy-Day-Brownies-1097853,Lazy Day Brownies,1500.0,The Slow Roasted Italian,4
Chewy-Dense-Brownies-1212404,Chewy-Dense Brownies,2700.0,Spoonful of Flavor,4
The-Perfect-Brownie-1174316,The Perfect Brownie,4200.0,lickthebowlgood.blogspot.com,3
Chipster-Topped-Brownies-1657256,Chipster-Topped Brownies,4500.0,US RECIPE,4
Adult-brownies-368993,Adult Brownies,1500.0,Framed Cooks,5
Classic-Brownies-1621984,Classic Brownies,3300.0,The Pudge Factor,4
Ultimate-Slutty-Brownie-1351309,Ultimate Slutty Brownie,2550.0,Spoon University,3
Praline-Brownies-1612550,Praline Brownies,3900.0,Diary Of A Recipe Collector,4
Microwave-Mug-Brownie-604718,Microwave Mug Brownie,300.0,Cooking Classy,3
Chocolate-Chip-Cookie-Brownie-Trifle-1705888,Chocolate Chip Cookie Brownie Trifle,2400.0,Life is but a Dish,4
Best-Ever-Easy-to-Make-Brownies-1683939,Best Ever Easy to Make Brownies,3000.0,Noshing With The Nolands,4
Chocolate-Chip-Brownie-Tarts-1695545,Chocolate Chip Brownie Tarts,1920.0,Inquiring Chef,4
Chocolate-Brownie-1699772,Chocolate Brownie,3600.0,Zuranaz Recipe,4
Buckeye-Brownies-1493117,Buckeye Brownies,3600.0,Buns in my Oven,4
Brownie-Delight-Allrecipes,Brownie Delight,3900.0,AllRecipes,4
Fluffer-Nutter-Brownies-1357172,Fluffer Nutter Brownies,3300.0,Garlic And Zest,4
Rocky-Road-Brownies-1626454,Rocky Road Brownies,600.0,A Cookie Named Desire,4
Dark-Chocolate-Avocado-Brownies-1347181,Dark Chocolate Avocado Brownies,2400.0,Produce For Kids,4
Low-Carb-Cheesecake-Brownies-1704465,Low Carb Cheesecake Brownies,3000.0,Yummy Recipe,4
Nutty-Brownies-977426,Nutty Brownies,1500.0,Southern Food About.com,3
Perfect-Brownies-Serious-Eats-280852,Perfect Brownies,4800.0,Serious Eats,5
Peanut-Butter-Brownies-1030459,Peanut Butter Brownies,2700.0,The Foodie Affair,4
Samoa-Brownies-1553044,Samoa Brownies,4200.0,PaleOMG,4
White-Chocolate-Brownies-1678775,White Chocolate Brownies,2760.0,A Cookie Named Desire,4
OMGeeee_-Brownies-1353806,OMGeeee! Brownies,1500.0,Southern Bite,4
Salted-Caramel-Turtle-Brownie-Ice-Cream-1702962,Salted Caramel Turtle Brownie Ice Cream,3000.0,Baking A Moment,4
Pumpkin-Brownies-1292014,Pumpkin Brownies,2100.0,Budget Girl,4
Marshmallow-Brownies-1037975,Marshmallow Brownies,3000.0,Madame Deals,4
Salted-Caramel-Gooey-Brownies-1100711,Salted Caramel Gooey Brownies,3000.0,"What's Cooking, Love?",4
Katharine-Hepburn_s-Brownies-512658,Katharine Hepburn's Brownies,3600.0,Leite's Culinaria,5
Samoa-Brownies-979292,Samoa Brownies,4200.0,Confessions of a Cookbook Queen,4
Brownies-Without-An-Oven-1210388,Brownies Without An Oven,3300.0,Un Entitled Life,4
Caramel-Brownies-My-Recipes,Caramel Brownies,4500.0,MyRecipes,4
Philadelphia-Marble-Brownies-1176257,Philadelphia Marble Brownies,3600.0,Kraft Philadelphia Cream Cheese Brand,5
Healthy-Mocha-Brownies-1690547,Healthy Mocha Brownies,2100.0,A Fit Philosophy,4
Fudgy-Bakery-Brownies-1534678,Fudgy Bakery Brownies,3000.0,Hugsand Cookies xoxo,4
Jumbo-Brownies-1704846,Jumbo Brownies,5100.0,Aol.,3
Microwave-Mug-Double-Chocolate-Brownie-1224726,Microwave Mug Double Chocolate Brownie,1200.0,Weelicious,4
Mounds-Brownies-779400,Mounds Brownies,3600.0,In Katrina's Kitchen,4
Nutella-Brownies-1706906,Nutella Brownies,2100.0,Tasteaholics,4
S_more-Brownies-1169041,S'more Brownies,2700.0,Yammie's Noshery,4
Triple-Chocolate-Hot-Fudge-Brownie-Cookies-1701639,Triple-Chocolate Hot Fudge Brownie Cookies,2100.0,Chelsea's Messy Apron,4
Brownies-on-a-Stick-771882,Brownies on a Stick,11700.0,Betty Crocker,3
Better-than-Brownies-Chocolate-Cookies-1642283,Better-than-Brownies Chocolate Cookies,1200.0,Family Spice,4
Stout-Brownies-996483,Stout Brownies,10800.0,Betty Crocker,3
Gluten-Free-Brownies-with-Sea-Salt-1693657,Gluten Free Brownies with Sea Salt,2100.0,Life After Wheat,4
Brownie-Batter-Orange-Chia-Shake-1698735,Brownie Batter Orange Chia Shake,1200.0,Vegan Richa,4
Amaretto-Brownies-1267731,Amaretto Brownies,3600.0,Food Lovin Family,4
Slutty-Brownies-1339759,Slutty Brownies,3600.0,Just Add Sprinkles,4
Cranberry-Brownies-495165,Cranberry Brownies,3600.0,Confections of a Foodie Bride,4
Microwave-Brownies-1175011,Microwave Brownies,2100.0,MyRecipes,3
Ultimate-Chocolate-Chip-Cookie-n_-Oreo-Fudge-Brownie-Bar-1697878,Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar,4200.0,Kevin and Amanda,4
New-Orleans-Praline-Brownies-1620329,New Orleans Praline Brownies,7800.0,Betty Crocker,3
Classic-Brownies-902463,Classic Brownies,4200.0,Smitten Kitchen,4
Checkered-Flag-Brownies-1678039,Checkered Flag Brownies,4200.0,Kylee Kitchen,4
Simple-brownie-336016,Simple Brownie,3300.0,Baked Bree,5
Brownies-345576,Brownies,3000.0,Elana's Pantry,5
Chewy-Fudgy-Brownies-1691017,Chewy Fudgy Brownies,3000.0,Confessions of a Baking Queen,4
S_mores-Brownies-1227293,S'mores Brownies,2100.0,Mrs. Happy Homemaker,4
Brownie-Pillows-902184,Brownie Pillows,4500.0,Our Mini Family,4
Dangerously-Delicious-Brownie-Truffles-1682529,Dangerously Delicious Brownie Truffles,3300.0,I Heart Nap Time,4
Bourbon-Salted-Caramel-Fudge-Brownies-1705597,Bourbon Salted Caramel Fudge Brownies,3600.0,Tablespoon,3
My-Favorite-Brownies-1230662,My Favorite Brownies,3900.0,Confessions of a Cookbook Queen,4
Blackberry-Cheesecake-Brownies-1697729,Blackberry Cheesecake Brownies,4500.0,Broma Bakery,4
Copycat-Cosmic-Brownies-983753,Copycat Cosmic Brownies,3600.0,Baking Beauty,4
Mascarpone-Brownies-902832,Mascarpone Brownies,3900.0,The Kitchn,4
Better-Than-Sex-Brownies-1464614,Better Than Sex Brownies,3000.0,This Is Why I'm Full,4
Brownie-Mud-Hen-Bars-1641058,Brownie Mud Hen Bars,3300.0,Crazy For Crust,4
Lemon-Brownies-1605416,Lemon Brownies,3180.0,AllRecipes,4
Avocado-Brownies-993774,Avocado Brownies,6300.0,Cooks&Books&Recipes,4
The-PERFECT-Fudgy-Brownie-1694876,The PERFECT Fudgy Brownie,2100.0,Honest And Tasty,4
Cookie-Dough-Brownies-1259691,Cookie Dough Brownies,3900.0,Spend with Pennies,4
_Kahlua-Kiss-Brownies_-1216802,~Kahlua Kiss Brownies!,3600.0,Oh Bite It,4
Healthy_-High-Protein_-Low-Fat-Strawberry-Brownies-1702372,"Healthy, High-Protein, Low-Fat Strawberry Brownies",3000.0,Beautiful * Healthy * Sweet,4
Mocha-Brownies-TasteOfHome,Mocha Brownies,4500.0,Taste of Home,4
Slow-Cooker-Fudge-Brownies-1250750,Slow Cooker Fudge Brownies,2700.0,Everyday Good Thinking,4
Fudgy-Chewy-Homemade-Brownie-1121910,Fudgy Chewy Homemade Brownie,2700.0,Real Life Dinner,4
Snickers-Brownies-1033448,Snickers Brownies,5100.0,Simply Stacie,4
Applesauce-Brownies-1047303,Applesauce Brownies,3000.0,Diabetic Diet Recipes,4
Notting-Hill-Brownies-1053510,Notting Hill Brownies,4800.0,What A Girl Eats,4
Salted-Caramel-Brownies-1694426,Salted Caramel Brownies,4500.0,New York Times Cooking,3
Salted-Caramel-Brownies-1694429,Salted Caramel Brownies,4500.0,New York Times Cooking,3
Swirled-Cheesecake-Brownies-1691086,Swirled Cheesecake Brownies,3300.0,Meal Planning Maven - Linda S.,4
Roasted-Cherry-Brownies-1008861,Roasted Cherry Brownies,3600.0,Bakerita,4
Fudgy-Paleo-Brownies-1695933,Fudgy Paleo Brownies,2400.0,Ready to Yumble,4
Chipotle-Cacao-Raw-Brownies-1690497,Chipotle Cacao Raw Brownies,1500.0,Rawmazing,4
Fine-Cooking_s-Rich_-Fudgy-Brownies-1508039,"Fine Cooking's Rich, Fudgy Brownies",3000.0,Alexandra's Kitchen,4
Favorite-Recipe-For-Brownies-1637288,Favorite Recipe For Brownies,2700.0,Good food. Best Recipes,4
Easy-Fudgy-Caramel-Brownies-1623026,Easy Fudgy Caramel Brownies,2400.0,Crazy For Crust,4
Derby-Day-Bourbon-Brownies-1574683,Derby Day Bourbon Brownies,3300.0,The Seasoned Mom,4
Big-Batch-Brownies-1275125,Big Batch Brownies,1500.0,Southern Plate,4
Twix-Brownies-1318528,Twix Brownies,900.0,Hugsand Cookies xoxo,4
MMMMM___-Brownies-755913,MMMMM... Brownies,3600.0,AllRecipes,5
Peppermint-Brownie-1682395,Peppermint Brownie,,ladiesboxx,4
Slutty-Brownies-1310172,Slutty Brownies,3900.0,MyRecipes,3
Skillet-Brownies-1304849,Skillet Brownies,2700.0,popsugar.com,3
Brownies-Naturally-Ella-46286,Brownies,2400.0,Naturally Ella,4
Lemon-Brownies-1080767,Lemon Brownies,3300.0,Chez CateyLou,4
Raspberry-Cheesecake-Brownies-1627743,Raspberry Cheesecake Brownies,3300.0,The Chunky Chef,4
Samoas-Brownies-1047212,Samoas Brownies,7200.0,Broma Bakery,4
Boston-Cream-Brownie-Parfait-1704550,Boston Cream Brownie Parfait,2700.0,Thinking Outside The Sandbox: Family,4
Lime-Brownies-624751,Lime Brownies,2700.0,Life with the Crust Cut Off,3
Fudgy-Chunky-Brownies-1686693,Fudgy Chunky Brownies,3600.0,Love to be in the Kitchen,4
Lemon-Brownies-1104383,Lemon Brownies,2400.0,The Girl Who Ate Everything,4
Red-Velvet-Brownies-750658,Red Velvet Brownies,3000.0,Vogue UK,3
Cookie-dough-topped-brownies-369109,Cookie Dough Topped Brownies,2700.0,Framed Cooks,5
Double-Chocolate-Brownie-Skillets-1693199,Double Chocolate Brownie Skillets,2700.0,Family Around The Table,4
Brownie-Brittle-1470847,Brownie Brittle,3300.0,All Food Recipes,3
Slutty-Brownies-1297853,Slutty Brownies,3000.0,popsugar.com,3
Colossal-Brownies-1056591,Colossal Brownies,2700.0,The View from Great Island,3
Guinness-Brownies-906357,Guinness Brownies,4800.0,BigOven,3
SUPER-FUDGE-BROWNIES-1067967,SUPER FUDGE BROWNIES,3600.0,Got Chocolate,4
2-Ingredient-Pumpkin-Brownies-1267153,2 Ingredient Pumpkin Brownies,2400.0,Penny Pincher Jenny,3
Cream-Cheese-Brownies-1213965,Cream Cheese Brownies,3300.0,All Things Mama,4
Samoa-Brownies-1023196,Samoa Brownies,3000.0,Fake Ginger,4
Caramel-Toffee-Chunk-Brownies-1680467,Caramel-Toffee Chunk Brownies,10800.0,Betty Crocker,3
Cookie-Brownies-1062168,Cookie Brownies,1500.0,Life Tastes Good,3
Chocolate-Brownie-Bliss-Balls-1633291,Chocolate Brownie Bliss Balls,1200.0,Wholefood Simply,4
Peanut-Butter-Brownies-1706190,Peanut Butter Brownies,3000.0,Domestic Batch,4
Praline-Brownies-960982,Praline Brownies,1500.0,The Northern Nest,4
Outrageous-Brownies-1004299,Outrageous Brownies,3000.0,Brown Eyed Baker,4
Mounds-Brownies-1348124,Mounds Brownies,3600.0,In Katrina's Kitchen,4
Chocolate-Brownies-1695985,Chocolate Brownies,2400.0,Bunny's Warm Oven,4
Black-Bourbon-Walnut-Brownies-with-Maple-Candied-Bacon-_SundaySupper-1699953,Black Bourbon Walnut Brownies with Maple-Candied Bacon #SundaySupper,4500.0,The Crumby Cupcake,4
Marshmallow-Brownies-1695091,Marshmallow Brownies,,The Joys of Boys,4
Oreo-Brownies-1473343,Oreo Brownies,2100.0,"Dinners, Dishes and Desserts",4
Double-Chocolate-Mocha-Brownies-1687257,Double Chocolate Mocha Brownies,2100.0,This Mama Loves,4
Avocado-Brownies-1508271,Avocado Brownies,2700.0,Fake Ginger,4
Best-Ever-Brownies-1354526,Best-Ever Brownies,2700.0,A Beautiful Mess by Monica,4
Brownie-stuffed-chocolate-chip-cookies-334785,Brownie Stuffed Chocolate Chip Cookies,3300.0,Picky Palate,5
Best-cocoa-brownies-305482,Best Cocoa Brownies,2700.0,Smitten Kitchen,5
Raw-Chocolate-Brownie-Bites-_Nut-free_-1624099,Raw Chocolate Brownie Bites (Nut-free),480.0,Wallflower Girl,4
Brownie-Sundae-Cupcakes-1697523,Brownie Sundae Cupcakes,1920.0,"Food, Folks, and Fun",4
Frosted-Mint-Brownies-1436563,Frosted Mint Brownies,4500.0,My Mom Made That,4
Gooey-Salted-Caramel-Brownies-1630188,Gooey Salted Caramel Brownies,3900.0,Honest Cooking,3
Neapolitan-Cheesecake-Brownie-Bars-1699753,Neapolitan Cheesecake Brownie Bars,4800.0,Frugal Coupon Living,4
Rich-Fudgy-Flourless-Brownies-1575193,Rich Fudgy Flourless Brownies,1800.0,Life Made Simple,4
PHILADELPHIA-Marble-Brownies-1423748,PHILADELPHIA Marble Brownies,4800.0,Kraft,3
Cheesecake-Swirled-Brownies-1455404,Cheesecake-Swirled Brownies,3600.0,Smitten Kitchen,5
Sinfully-Dark-Chocolate-Brownies-577586,Sinfully Dark Chocolate Brownies,2100.0,The Craving Chronicles,4
Chewy-Cocoa-Brownies-896838,Chewy Cocoa Brownies,2100.0,Recipe for Perfection,4
Lemon-Brownies-1626314,Lemon Brownies,2400.0,Gonna Want Seconds,4
Oreo-Marshmallow-Brownies-1091313,Oreo Marshmallow Brownies,2400.0,Inside BruCrew Life,4
Vermont-True-Decadence-Brownies-1625942,Vermont True Decadence Brownies,4200.0,Vermont Creamery,3
Cookie-Dough-Brownies-1033447,Cookie Dough Brownies,3600.0,Spicy Southern Kitchen,4
Buckeye-Brownies-1167781,Buckeye Brownies,2700.0,TGIF - This Grandma Is Fun,4
Classic-Brownies-1053296,Classic Brownies,3900.0,Blessings and Good Food,4
Black-and-White-Brownies-1633407,Black and White Brownies,10200.0,Daisybrand.com,3
The-Perfect-Brownie-1037623,The Perfect Brownie,3600.0,offbeat + inspired,4
Cookie-Dough-Brownies-997196,Cookie Dough Brownies,4500.0,Bakerita,4
Better-Than-Box-Brownies-1630835,Better-Than-Box Brownies,3000.0,Brown Eyed Baker,4
Oreo-Stuffed-Brownies-1562993,Oreo Stuffed Brownies,4800.0,Frugal Mom Eh,4
Avocado-Brownies-546695,Avocado Brownies,1800.0,Dair Free Cooking About.com,3
Cadbury-Egg-Brownies-1519870,Cadbury Egg Brownies,1800.0,Cincy Shopper,4
The-Baked-Brownie-992315,The Baked Brownie,3600.0,Brown Eyed Baker,4
Lunch-Lady-Frosted-Brownies-604594,Lunch Lady Frosted Brownies,2100.0,The Semisweet Sisters,3
Tuxedo-Brownies-1128821,Tuxedo Brownies,3000.0,Living Sweet Moments,3
4-Ingredient-Nutella-Brownies-1562238,4 Ingredient Nutella Brownies,2100.0,Happy Deal Happy Day,4
Slutty-S_mores-Oreo-Brownies-1206912,Slutty S'mores Oreo Brownies,2700.0,Sugar Dish Me,4
Holiday-Tree-Brownies-597169,Holiday Tree Brownies,9600.0,Betty Crocker,3
Peanut-Butter-Brownies-1037890,Peanut Butter Brownies,2400.0,Mandy's Recipe Box,4
Glazed-Lemon-Brownies-1149497,Glazed Lemon Brownies,2700.0,Life in the Lofthouse,4
Easy-Spring-Brownies-1596082,Easy Spring Brownies,1200.0,Real Mom Kitchen,4
Lazy-Day-Brownies-1636083,Lazy Day Brownies,1500.0,The Slow Roasted Italian,4
Bailey_s-brownies-333866,Bailey’s Brownies,3900.0,How Sweet It Is,5
Slutty-Brownies-685349,Slutty Brownies,2700.0,The Londoner,4
Oh-So-Good-Brownies-998349,Oh So Good Brownies,2400.0,Love Foodies,4
Lunch-Lady-Brownies-1073331,Lunch Lady Brownies,2700.0,"Chocolate, Chocolate and More",4
Decadent-Flourless-Brownies-1013924,Decadent Flourless Brownies,2400.0,Recipe for Perfection,4
Best-Ever-Brownie-1615814,Best-Ever Brownie,3000.0,Gemma's Bigger Bolder Baking,4
Candy-cane-brownies-335571,Candy Cane Brownies,3300.0,My Baking Addiction,5
Smores-Brownies-1188199,S’mores Brownies,3000.0,Flying on Jess Fuel,4
Throwback_-_-Cosmic-Brownie-Pop-Tarts-1571911,Throwback! | Cosmic Brownie Pop Tarts,3000.0,Studio DIY,4
_Snickers_-brownies-1704565,'Snickers' brownies,,Sainsbury's Magazine,3
Raspberry-_-Brownie-Mini-Trifles-1696986,Raspberry & Brownie Mini Trifles,600.0,Rachel Cooks,4
