,rec_name,tot_time_seconds,rec_source,rating
Gooey-Caramel-Brownie-Pudding-In-A-Jar-1198165,Gooey Caramel Brownie Pudding In A Jar,1500.0,Better in Bulk,4
Kahlua-Brownies-518785,Kahlua Brownies,3300.0,The Gingered Whisk,4
Mint-Brownie-Brittle-Biscotti-960125,Mint Brownie Brittle Biscotti,7200.0,Lemons for Lulu,4
Ultimate-Mounds-Brownies-1126551,Ultimate Mounds Brownies,3600.0,The Kitchen Whisperer,4
_Brownie-Batter-Pancakes-with-Caramel-Nut-Butter_-1200798,~Brownie Batter Pancakes …with Caramel Nut Butter!,900.0,Oh Bite It,4
Andes-Mint-Brownie-Bites-1398015,Andes Mint Brownie Bites,1560.0,Family Fresh Meals,4
Best-From-Scratch-Brownies-That-Will-Make-You-Chortle-1617208,Best From Scratch Brownies That Will Make You Chortle,2400.0,Dishes Delish,4
Really-Rocky-Road-Brownies-TasteOfHome,Really Rocky Road Brownies,2700.0,Taste of Home,4
No-Bake-Cookie-Dough-Brownie-Bites-1628145,No-Bake Cookie Dough Brownie Bites,2100.0,Food to Glow,4
3-Ingredient-Fudgy-Chocolate-Blender-Brownies-1587022,3-Ingredient Fudgy Chocolate Blender Brownies,2700.0,The Iron You,4
Root-Beer-Float-Fudge-Brownies-630937,Root Beer Float Fudge Brownies,18000.0,Fairy Goodiemother ,3
Joanie_s-Pesach-Brownies-Allrecipes,Joanie's Pesach Brownies,2100.0,AllRecipes,5
Chocolate-Chip-Cake-Brownies-1207720,Chocolate Chip Cake Brownies,3600.0,Ariel Louise,4
Chewy-Toffee-Pretzel-Brownies-970685,Chewy Toffee Pretzel Brownies,2100.0,Sweet Peas and Saffron,4
Chocolate-Brownie-Mug-Cake-_gluten-free_-vegan_-1123066,"Chocolate Brownie Mug Cake (gluten free, vegan)",300.0,Heather Christo,4
Brownie-Bars-1463304,Brownie Bars,3300.0,Mind Body Green,3
Peanut-Butter-and-Chocolate-Cheesecake-Brownies-Epicurious-53677,Peanut Butter and Chocolate Cheesecake Brownies,4800.0,Epicurious,4
Passover-Brownie-A-La-Mode-1626055,Passover Brownie A La Mode,3900.0,"Ingredients, Inc",4
Red-Velvet-Cheesecake-Brownies-1351319,Red Velvet Cheesecake Brownies,3000.0,Fitness Food Diva,4
Guilt-free-Lentil-brownies-1433301,Guilt free Lentil brownies,2100.0,Healthfection,4
Brownie-Cupcakes-Recipe-_-Video-1019632,Brownie Cupcakes Recipe & Video,1200.0,Joy of Baking.com,5
Brownie-Bottom-Cheesecake-577659,Brownie Bottom Cheesecake,21600.0,Roxana's Home Baking,4
Easy-Cherry-Chocolate-Brownies-1502341,Easy Cherry Chocolate Brownies,3300.0,Real Mom Kitchen,4
Pecan-Pie-Brownies-1371981,Pecan Pie Brownies,4800.0,Sing Cook Love,4
Nutella-Stuffed-Chocolate-Courgette-Brownies-1243168,Nutella Stuffed Chocolate Courgette Brownies,3300.0,I'd Much Rather Bake Than...,4
Flourless-Double-Chocolate-Brownies-1005286,Flourless Double Chocolate Brownies,3900.0,A Clean Bake,4
Red-Velvet-Brownie-Mug-Cake-1205229,Red Velvet Brownie Mug Cake,180.0,The Bitter Side of Sweet,4
Hidden-Pot-of-Gold-Brownie-Cups-1533844,Hidden Pot of Gold Brownie Cups,2400.0,Pizzazzerie,3
Pumpkin-Cheesecake-Brownies-1277737,Pumpkin Cheesecake Brownies,3600.0,Hugsand Cookies xoxo,4
Brownies-in-a-Jar-1395870,Brownies in a Jar,2700.0,Emeril,3
Ice-Cream-Brownie-Cake-1096433,Ice Cream Brownie Cake,2100.0,Diana Rambles,4
Walnut-_-Date-Brownies-with-Chiptole-Ganache-1388397,Walnut & Date Brownies with Chiptole Ganache,3600.0,Sweetsugarbean,4
Coffee-Cheesecake-Oreo-Brownies-1272967,Coffee Cheesecake Oreo Brownies,4500.0,Inside BruCrew Life,4
Scaredy-Cat-Brownies-Martha-Stewart-198072,Scaredy-Cat Brownies,3300.0,Martha Stewart,5
Nutella-Brownie-Cheesecake-No-Churn-Ice-Cream-1012680,Nutella Brownie Cheesecake No-Churn Ice Cream,1800.0,Cupcakes and Kale Chips,4
Low-Fat-Brownies-548980,Low Fat Brownies,2400.0,Madeleine Cocina,4
Brownie-Truffle-Bites-1584152,Brownie Truffle Bites,900.0,Premedidated Leftovers,4
Ina-Gartens-Outrageous-Brownies-902486,Ina Garten’s Outrageous Brownies,3600.0,Smitten Kitchen,4
Applesauce-Brownies-I-Allrecipes,Applesauce Brownies I,3300.0,AllRecipes,4
Black-Bean-Pumpkin-Brownies-1296988,Black Bean Pumpkin Brownies,2700.0,Ceara's Kitchen,4
Brownies-Baked-In-A-Jar-MyRecipes-212431,Brownies Baked In A Jar,3900.0,MyRecipes,4
The-Best-Gluten-free-Fudgy-Brownies-_dairy-free_-whole-grain_-1080565,"The Best Gluten-free Fudgy Brownies (dairy-free, whole grain)",1800.0,Texanerin,4
Glazed-Mint-Brownies-TasteOfHome,Glazed Mint Brownies,2700.0,Taste of Home,5
M_M-OREO-Chocolate-Chip-Cookie-Brownies-1499614,M&M OREO Chocolate Chip Cookie Brownies,3300.0,Big Bear's Wife,4
Blonde-Brownies-with-Chocolate-Chips-and-Marcona-Almonds-497683,Blonde Brownies with Chocolate Chips and Marcona Almonds,3300.0,Joy the Baker,4
Belgian-Brownie-Cakelets-1503926,Belgian Brownie Cakelets,3900.0,Smitten Kitchen,4
Candy-Cane-Marshmallow-Skillet-Brownie-1431306,Candy Cane Marshmallow Skillet Brownie,2700.0,Hungry Girl por Vida,4
Orange-Chocolate-Brownies-1181575,Orange Chocolate Brownies,2700.0,Give Recipe,4
Chocolate-Covered-Brownie-Ice-Cream-Sandwiches-488787,Chocolate Covered Brownie Ice Cream Sandwiches,3600.0,GoodLife Eats,4
Ultimate-Turtle-Brownies-1378383,Ultimate Turtle Brownies,4800.0,Cupcake Diaries,4
Chocolate-Chip-Cheesecake-Brownies-1105283,Chocolate Chip Cheesecake Brownies,3600.0,Inspiration Kitchen,4
Double-Chocolate-Brownies-1157635,Double Chocolate Brownies,2700.0,Good Housekeeping,3
Huggie-Bear-Brownies-Allrecipes,Huggie Bear Brownies,2700.0,AllRecipes,4
Fudgy-Cake-Mix-Brownies-1313241,Fudgy Cake Mix Brownies,1500.0,Food Fanatic,4
Beetroot-Brownies-with-Chocolate-Glaze-and-Toasted-Pecans-_Written-from-Italy_-1233048,Beetroot Brownies with Chocolate Glaze and Toasted Pecans (Written from Italy),1800.0,8th and Lake,4
Dulce-de-Leche-and-Cashew-Brownies-458778,Dulce de Leche and Cashew Brownies,3300.0,Williams-Sonoma,5
Chocolate-Chip-Cookie-n-Oreo-Knock-your-socks-off-Brownie-Bars-680870,Chocolate Chip Cookie n’ Oreo Knock your socks off Brownie Bars,2400.0,Betcha Can't Eat Just One,4
Chocolate_-Beetroot-And-Prune-Brownies-1011990,"Chocolate, Beetroot And Prune Brownies",,Sainsbury's Magazine,3
Merridee_s-Mint-Fudge-Brownies-1536286,Merridee's Mint Fudge Brownies,2700.0,"Life, Love and Good Food",4
Mint-Mississippi-Mud-Brownies-1039214,Mint Mississippi Mud Brownies,2700.0,Chef In Training,4
Fudgy-Brownie-Cake-521363,Fudgy Brownie Cake,6300.0,Epicurious,3
Cracked-Brownie-Batter-Muffins-762523,Cracked Brownie Batter Muffins,1800.0,PaleOMG,4
Pumpkin-brownie-sundaes-369865,Pumpkin Brownie Sundaes,3300.0,Real Mom Kitchen,5
Chocolate-Frosted-Brownies-1450576,Chocolate Frosted Brownies,2700.0,Chef Savvy,4
Peanut-Butter-Ice-Cream-Brownies-1223162,Peanut Butter Ice Cream Brownies,2700.0,Crazy For Crust,4
Fudgy-Brownies-1154838,Fudgy Brownies,2280.0,Good Housekeeping,3
Raspberry-Chocolate-Brownies-1404674,Raspberry Chocolate Brownies,2700.0,RecipesPlus,3
Chocolate-Cream-Cheese-Swirl-Brownies-1039569,Chocolate Cream Cheese Swirl Brownies,6300.0,A Pretty Life in the Suburbs,4
Violet-Bakery-Rye-Brownies-1396695,Violet Bakery Rye Brownies,2400.0,New York Times Cooking,3
Cool-mint-oreo-brownie-cupcakes-370301,Cool Mint Oreo Brownie Cupcakes,3300.0,Real Mom Kitchen,5
Butterscotch-Brownie-Pinwheels-TasteOfHome,Butterscotch Brownie Pinwheels,2700.0,Taste of Home,2
Brownie-Thins-1165946,Brownie Thins,1800.0,My Utensil Crock,4
Flourless-Peanut-Butter-Zucchini-Brownies-1612614,Flourless Peanut Butter Zucchini Brownies,2100.0,Hummusapien,4
Triple-Layer-Mint-Smore-Brownies-487947,Triple Layer Mint S’more Brownies,5400.0,"Eat, Live, Run",4
Caramel-Marshmallow-Brownies-636170,Caramel Marshmallow Brownies,3000.0,Rock Recipes,3
Eggless-Chocolate-Fudge-Brownies-1456567,Eggless Chocolate Fudge Brownies,2100.0,Cooking 4 All Seasons,4
Cherry-Cheesecake-Brownies-1006545,Cherry Cheesecake Brownies,3600.0,Inside BruCrew Life,4
Grasshopper-Brownies-681367,Grasshopper Brownies,4800.0,Gluten-Free on a Shoestring,4
Chocolate-and-Caramel-Kahlua-Brownies-1337153,Chocolate and Caramel Kahlua Brownies,2700.0,Titi Crafty By Camila,4
Triple-Chocolate-Mocha-Brownies-1120611,Triple Chocolate Mocha Brownies,3600.0,Wonky Wonderful,4
Chocolate-and-Raspberry-Brownies-1598653,Chocolate and Raspberry Brownies,3000.0,milk-and.blogspot.com,3
Raspberry-Nutella-Brownie-Cake-1566854,Raspberry Nutella Brownie Cake,3420.0,Inside BruCrew Life,4
Fudgy-Dark-Chocolate-Beet-Brownies-924278,Fudgy Dark Chocolate Beet Brownies,4200.0,Pinch and Swirl,4
Brownie-Ice-Cream-Sandwiches-456763,Brownie Ice Cream Sandwiches,,Williams-Sonoma,5
Valentine-Brownie-Bites-1067800,Valentine Brownie Bites,3000.0,Pink Recipe Box,4
Velvet-brownie-swirl-cake-352931,Velvet Brownie Swirl Cake,4800.0,A Spicy Perspective,5
Chunky-Peanut-Butter-Chocolate-Pudding-Brownie-Bites-1575111,Chunky Peanut Butter Chocolate Pudding Brownie Bites,600.0,Making Life Sweet,4
Baker_s-Man-Brownies-Martha-Stewart-195054,Baker's Man Brownies,4800.0,Martha Stewart,4
Ultimate-Gluten-Free-Fudge-Brownies-1328709,Ultimate Gluten Free Fudge Brownies,2400.0,Bakerita,4
Dark-Chocolate-Brownies-960691,Dark Chocolate Brownies,4200.0,Love from the Oven,4
Big-Mac-Cake-1705354,Big Mac Cake,1800.0,Pint Sized Baker,4
Raspberry-Cream-Cheese-Brownies-482340,Raspberry Cream Cheese Brownies,5400.0,Brown Eyed Baker,4
Flourless-Mississippi-Mud-Brownies-478546,Flourless Mississippi Mud Brownies,3900.0,Life Made Simple,4
A-Brownies-Brownie-1502505,A Brownies Brownie,2400.0,Life with Heidi,3
Brownie-Berry-Blast-MyRecipes-269881,Brownie-Berry Blast,2340.0,MyRecipes,4
Black-Forest-Brownie-Cake-1593660,Black Forest Brownie Cake,2400.0,Scattered Thoughts of a Crafty Mom,4
Tiger_s-eye-brownies-340180,Tiger's Eye Brownies,2700.0,MyRecipes,3
Fudge-Brownie-Cookies-1113272,Fudge Brownie Cookies,2400.0,Mandy's Recipe Box,4
Wholesome-Brownie-Topped-Peanut-Butter-Blondies-1642913,Wholesome Brownie-Topped Peanut Butter Blondies,3300.0,Desserts with Benefits,4
Ultimate-Gluten-Free-Fudge-Brownies-1082851,Ultimate Gluten-Free Fudge Brownies,1800.0,Whole and Heavenly Oven,4
Sweet-Potato-Brownies-1585036,Sweet Potato Brownies,1800.0,Full Fat Diet,4
Chocolate-Chip-Cookie-Dough-Brownie-Sandwich-Cookies-1182680,Chocolate Chip Cookie Dough Brownie Sandwich Cookies,4500.0,Midget Momma,4
The-Truly-Most-Fantastic-Chocolate-Brownies-Allrecipes,The Truly Most Fantastic Chocolate Brownies,3000.0,AllRecipes,4
Turtle-Brownies-1428770,Turtle Brownies,4800.0,$5 Dinners,4
Mocha-Dark-Chocolate-Chunk-Brownies-MyRecipes-229416,Mocha-Dark Chocolate Chunk Brownies,3600.0,MyRecipes,4
Double-Chocolate-Brownies-TasteOfHome,Double Chocolate Brownies,900.0,Taste of Home,4
Brownie-Batter-_-Cupcake-_-The-SECOND-BEST-Cupcake_-Ever-1605318,Brownie Batter + Cupcake = The SECOND BEST Cupcake. Ever,3000.0,AllRecipes,4
Easy-Homemade-Brownie-Bowl-Sundaes-1517429,Easy Homemade Brownie Bowl Sundaes,1800.0,The Fork Bite,4
Mom_s-Texas-Brownies_-grain-free-1292228,"Mom's Texas Brownies, grain free",1920.0,BeautyandtheFoodie.com,4
Flourless-Black-Bean-Brownies-1007693,Flourless Black Bean Brownies,3300.0,Amy's Healthy Baking,4
Brownies-in-a-Jar-1057595,Brownies in a Jar,3600.0,Food Apparel,4
Belly-Fat-Burning-Brownies-1210301,Belly Fat Burning Brownies,4200.0,The Dessert Angel,3
Brownie-Mix-In-A-Jar-Ii-Allrecipes,Brownie Mix in a Jar II,1200.0,AllRecipes,5
Double_decker-Brownies-TasteOfHome,Double-Decker Brownies,3600.0,Taste of Home,4
Chocolate-Mint-Brownies-1054463,Chocolate Mint Brownies,7200.0,Growing Up Gabel,4
Brownie-in-a-Mug-Mix-_-DIY-Gift-Idea-1426672,Brownie in a Mug Mix & DIY Gift Idea,600.0,The Happier Homemaker,3
Peanut-Butter-Swirl-Brownies-589546,Peanut Butter Swirl Brownies,6600.0,Betty Crocker,3
Extra-Fudgy-Paleo-Zucchini-Brownies-1220440,Extra Fudgy Paleo Zucchini Brownies,3300.0,Dani California Cooks,4
Rocky-Road-Brownies-1343421,Rocky Road Brownies,2400.0,Nutmeg Nanny,4
Nutter-Butter-Stuffed-Brownie-Recipe-Video-1045406,Nutter Butter Stuffed Brownie Recipe Video,3000.0,What's Cookin' Italian Style Cuisine,4
Oreo-Macadamia-Brownies-1405644,Oreo Macadamia Brownies,3300.0,RecipesPlus,3
Peanut-Butter-Brownie-Sandwich-Cookies-1168692,Peanut Butter Brownie Sandwich Cookies,3300.0,Mind Over Batter,4
Chocolate-Almond-Butter-Brownies-1553837,Chocolate Almond Butter Brownies,1320.0,Paleo Hacks,3
White-Chocolate-Peppermint-Brownies-1464003,White Chocolate Peppermint Brownies,1800.0,Thrifty Jinxy,3
Marbled-Cream-Cheese-Brownie-1365261,Marbled Cream Cheese Brownie,3300.0,Baking Taitai,4
Tiramisu-Brownies-1002996,Tiramisu Brownies,5400.0,Simply Stacie,4
Gooey-Fudgy-Brownie-Bars-1491140,Gooey Fudgy Brownie Bars,3000.0,Roxana's Home Baking,4
Malted-Toffee-Brownies-1085632,Malted Toffee Brownies,1200.0,MyRecipes,3
Gluten-Free-Almond-Butter-Brownies-678108,Gluten Free Almond Butter Brownies,4800.0,Gluten-Free on a Shoestring,4
Fudgy-Flourless-Brownies-1031375,Fudgy Flourless Brownies,3000.0,My Whole Food Life,4
Brownie-Cheesecake-Bars-AllRecipes,Brownie Cheesecake Bars,2700.0,AllRecipes,5
Chocolate-Chip-Cookie-Topped-Brownies-482105,Chocolate Chip Cookie-Topped Brownies,4800.0,Brown Eyed Baker,4
Chocolate-Banana-Nut-Brownies-1503552,Chocolate Banana Nut Brownies,3000.0,Magnolia Days,4
Peanut-Butter-Snickers-Cheesecake-Brownies-1205544,Peanut Butter Snickers Cheesecake Brownies,5100.0,Tidy Mom,4
Triple-layer-cookies-and-cream-crunch-bars-333638,Triple Layer Cookies and Cream Crunch Bars,3000.0,How Sweet It Is,5
Skillet-Chocolate-Peanut-Butter-Cookie-Tagalong-Brownie-Sundaes-1551722,Skillet Chocolate Peanut Butter Cookie Tagalong Brownie Sundaes,3900.0,Shared Appetite,4
Superfood-Chocolate-Chunk-Paleo-Coconut-Flour-Brownies-1212225,Superfood Chocolate Chunk Paleo Coconut Flour Brownies,1500.0,Ambitious Kitchen,4
White-Chocolate-Strawberry-Brownies-1002815,White Chocolate Strawberry Brownies,2100.0,Recipe for Perfection,4
Mint-Fudge-Stuffed-Brownies-1416672,Mint Fudge Stuffed Brownies,3300.0,Recipe Boy,4
Peanut-Butter-Chocolate-Brownie-Mug-Cake-1345412,Peanut Butter Chocolate Brownie Mug Cake,2100.0,Low Carb Lovelies,4
Fudgy-Guinniess-Brownies-with-Whiskey-Caramel-Glaze-1350781,Fudgy Guinniess Brownies with Whiskey Caramel Glaze,5100.0,The Baker Chick NYC,4
S_mores-Brownie-Bars-1190834,S'mores Brownie Bars,3600.0,Deliciously Sprinkled,4
Neapolitan-Look-Brownie-Cheesecake-Bars-1162797,Neapolitan Look Brownie Cheesecake Bars,4800.0,Raining Hot Coupons,3
Krystals-Espresso-Brownies-1562333,Krystal’s Espresso Brownies,,Saveur,3
Dense-_-Fudgy-Chocolate-Brownies-1341867,Dense & Fudgy Chocolate Brownies,5100.0,A Life Canvas,3
El-Rey-Brownies-1349289,El Rey Brownies,2400.0,Serena Lissy,4
Brownie-Batter-Overnight-Oats-1565422,Brownie Batter Overnight Oats,900.0,Jill Conyers,4
Pumpkin-Cheesecake-Brownies-1236917,Pumpkin Cheesecake Brownies,6300.0,Everyday Made Fresh,4
Chocolate-_-coffee-brownies-325624,Chocolate & Coffee Brownies,4200.0,Food52,3
Buttermilk-Brownies-with-Bourbon-Caramel-Frosting-1597658,Buttermilk Brownies with Bourbon Caramel Frosting,4500.0,The Runaway Spoon,4
Vegan-Chocolate-Brownies-1382991,Vegan Chocolate Brownies,3000.0,Give Recipe,4
Chocolate-Cream-Brownie-Berry-Trifles-1640274,Chocolate Cream Brownie Berry Trifles,3000.0,Food Magazine,3
Luscious-Beet-Brownie-1171732,Luscious Beet Brownie,3900.0,Paleo Hacks,3
Brownie-Pie-a-la-Mode-472420,Brownie Pie a la Mode,1200.0,Recipe Girl,5
Cake-Batter-Cookie-Brownies-1082639,Cake Batter Cookie Brownies,3600.0,A Latte Food,4
Chewy-Brownie-Cookies-1459165,Chewy Brownie Cookies,1320.0,Crisco,3
Smores-Brownies-766723,S’mores Brownies,3000.0,Williams-Sonoma,5
Vegan-Gluten-Free-Black-Bean-Brownies-1176509,Vegan Gluten Free Black Bean Brownies,1800.0,Minimalist Baker,4
Copy-Cat-Cosmic-Brownies-1123803,Copy Cat Cosmic Brownies,4500.0,Simmworks Family Blog,4
Flourless-Brownie-Bites-1526012,Flourless Brownie Bites,1800.0,My Gluten-Free Kitchen,4
Caramel-Brownies-Allrecipes_1,Caramel Brownies,3000.0,AllRecipes,5
The-Ultimate-Unbaked-Brownies-1084633,The Ultimate Unbaked Brownies,900.0,MyRecipes,3
Cadburys-Creme-Egg-Brownies-1503018,Cadbury’s Creme Egg Brownies,2700.0,Casa Costello,4
Blueberry-Espresso-Brownies-1005077,Blueberry Espresso Brownies,2400.0,Civilized Caveman Cooking,4
Chocolate-Raspberry-Brownies-1398673,Chocolate Raspberry Brownies,3000.0,RecipesPlus,3
No-Bake-Brownie-Protein-Bites-1328449,No Bake Brownie Protein Bites,600.0,Running with Spoons,4
100-Calorie-Raspberry-Chocolate-Chip-Protein-Brownies-1118036,100 Calorie Raspberry Chocolate Chip Protein Brownies,1800.0,Almond Breeze,4
Chunky-Cheesecake-Brownies-1605739,Chunky Cheesecake Brownies,3300.0,AllRecipes,4
Brownies-with-Raspberry-Jam-1110348,Brownies with Raspberry Jam,3000.0,The Gourmet Gourmand,4
Chewy-Chocolate-Vegan-Date-Brownies-1113246,Chewy Chocolate Vegan Date Brownies,2700.0,Simply Sugar and Gluten Free,4
Guinness-Brownies-1277098,Guinness Brownies,3000.0,One Sweet Appetite,4
Double-Choc-Nutella-Brownies-1262100,Double Choc Nutella Brownies,1500.0,My Clean Treats,4
Raspberry-Cheesecake-Brownies-1203339,Raspberry Cheesecake Brownies,4380.0,Lady Behind the Curtain,4
Two-Bite-Brownie-Cookies-from-a-Brownie-Mix-1503124,Two Bite Brownie Cookies from a Brownie Mix,3000.0,Shaken Together,4
Tri_level-Brownies-Allrecipes,Tri-Level Brownies,3900.0,AllRecipes,4
Double-Chocolate-Avocado-Hazelnut-Brownies-1472899,Double Chocolate Avocado Hazelnut Brownies,6300.0,Naked Cuisine,4
SNICKERS-Brownies-with-Peanut-Butter-Frosting-1482558,SNICKERS® Brownies with Peanut Butter Frosting,2700.0,Fox Valley Foodie,4
Brownies-With-No-Added-Fats-1240730,Brownies With No Added Fats,2700.0,Holy Cow! Vegan Recipes,4
Sea-Salt-Caramel-Coconut-Flour-Brownies-1313978,Sea Salt Caramel Coconut Flour Brownies,1800.0,Yeah... Imma Eat That,4
Peanut-Butter-Truffle-Brownies-1051888,Peanut Butter Truffle Brownies,9600.0,Tablespoon,3
Triple-Chocolate-Fudge-Brownies-1028379,Triple Chocolate Fudge Brownies,3900.0,Lauren's Latest,4
Better-Than-Anything-Caramel-Stuffed-Brownies-1308401,Better Than Anything Caramel Stuffed Brownies,3900.0,Something Swanky,4
Smores-Brownie-Bars-1034408,S’mores Brownie Bars,2700.0,The Grant Life,4
Coffee-Blond-Brownies-1030729,Coffee Blond Brownies,2400.0,The Vanilla Bean Blog,4
Cheesecake-swirl-brownies-357388,Cheesecake Swirl Brownies,3600.0,Serious Eats,5
Fudgy-S_mores-Brownies-1539191,Fudgy S'mores Brownies,2400.0,Taste of Home,3
Reese_s-Stuffed-Brownie-and-Peanut-Butter-Frosting-1613595,Reese's Stuffed Brownie and Peanut Butter Frosting,3300.0,Hugsand Cookies xoxo,4
Gluten-Free-Fudgey-Kumquat-Brownies-1024883,Gluten Free Fudgey Kumquat Brownies,2400.0,Fearless Dining,4
Raspberry-Jam-Brownies-487696,Raspberry Jam Brownies,4500.0,"Eat, Live, Run",4
Salted-Caramel-Brownie-No-Churn-Vegan-Ice-Cream-1682845,Salted Caramel Brownie No-Churn Vegan Ice Cream,2700.0,Feeding My Addiction,4
Thick-and-Fudgy-Brownies-1031417,Thick and Fudgy Brownies,1800.0,My Whole Food Life,4
Valentine-Rocky-Road-Brownies_-1006692,Valentine Rocky Road Brownies!,900.0,Bubbly Nature Creations,4
Peanut-Butter-Ripple-Brownies-589548,Peanut Butter Ripple Brownies,9000.0,Betty Crocker,3
Raspberry-Cream-Cheese-Brownies-792207,Raspberry Cream Cheese Brownies,3600.0,12Tomatoes,4
Caramel-Brownies-Ii-Allrecipes,Caramel Brownies II,2400.0,AllRecipes,5
Hot-fudge-brownie-sundaes-340979,Hot Fudge Brownie Sundaes,3000.0,MyRecipes,4
Vegan-Slutty-Brownies-_with-a-Belgian-twist_-1469878,Vegan Slutty Brownies {with a Belgian twist},1500.0,The Vegan Cookie Fairy,4
Brownie-Cheesecake-Bites-1606544,Brownie Cheesecake Bites,,Laura in the Kitchen,3
Better-Than-Grandma_s-Brownies-Allrecipes,Better than Grandma's Brownies,3300.0,AllRecipes,4
Delicious-Fudgy-Brownies--Made-with-Coconut-Oil-1128358,Delicious Fudgy Brownies- Made with Coconut Oil,1800.0,Far From Normal,4
Bourbon-Brownie-Bites-with-Dulce-de-Leche-1290559,Bourbon Brownie Bites with Dulce de Leche,5400.0,Betty Crocker,3
Fudgy-Sweet-Potato-Brownies-1081313,Fudgy Sweet Potato Brownies,4500.0,Chindian Kitchen,4
Fudgy-Cream-Cheese-Brownies-My-Recipes,Fudgy Cream Cheese Brownies,3300.0,MyRecipes,5
Brownie-Waffle-Cookies-578192,Brownie Waffle Cookies,1800.0,"Chocolate, Chocolate and More",4
Coconut-Strawberry-Brownie-Sundae-1371041,Coconut Strawberry Brownie Sundae,3300.0,Strawberry Mommycakes,3
85_-dark-chocolate-brownies-367483,85% Dark Chocolate Brownies,2700.0,Food52,3
Dark-Chocolate-Brownies-With-White-Chocolate-Chunks-Epicurious,Dark Chocolate Brownies with White Chocolate Chunks,2700.0,Epicurious,5
Death-by-Chocolate-Brownies-1340454,Death by Chocolate Brownies,2700.0,Sugar Dish Me,4
Witch-Hat-Caramel-Brownies-1335362,Witch Hat Caramel Brownies,3000.0,Life's Ambrosia,4
Chili_s-Brownie-Skillet-1188444,Chili's Brownie Skillet,2100.0,Foodie and Wine,4
Gluten-Free-Turtles-Brownies-1474278,Gluten-Free Turtles Brownies,2100.0,Mommy Kat and Kids,4
Raw-Vegan-Brownies-1188703,Raw Vegan Brownies,2400.0,Create N Plate,4
Pomegranate-Brownies-with-Cacao-Nibs-_-Sea-Salt-1242144,Pomegranate Brownies with Cacao Nibs + Sea Salt,3300.0,With Food and Love,4
Brownie-Batter-Peanut-Butter-Swirl-Oatmeal-568653,Brownie Batter Peanut Butter Swirl Oatmeal,900.0,Fit Foodie Finds,4
Easy-Brownie-Mix-Cookies-608502,Easy Brownie Mix Cookies,4500.0,AllRecipes,3
Sweet-Potato-Brownies-1079579,Sweet Potato Brownies,3000.0,Naked Cuisine,4
Peanut-Butter-Brownie-1407028,Peanut Butter Brownie,3900.0,RecipesPlus,3
Brownie-Cookies-1425174,Brownie Cookies,1500.0,Chef Savvy,4
Root-Beer-Float-Brownies-1241534,Root Beer Float Brownies,2700.0,Hugsand Cookies xoxo,4
Dark-Chocolate-Fudge-Brownies-with-Pumpkin-Caramel-Frosting-1013781,Dark Chocolate Fudge Brownies with Pumpkin Caramel Frosting,3000.0,Sunny Side Ups,4
