,rec_name,tot_time_seconds,rec_source,rating
Raw-Brownies-605039,Raw Brownies,1800.0,Triumph Wellness,3
Flour-less-Chocolate-Banana-Brownies-1164794,Flour-less Chocolate Banana Brownies,1020.0,Healthy Mama Info,4
Peanut-Butter-Cup-Crunch-Brownies-1264375,Peanut Butter Cup Crunch Brownies,4500.0,Sally's Baking Addiction,4
Espresso-Chocolate-Brownies-1627496,Espresso Chocolate Brownies,1500.0,Born Fitness,3
Sweet-Potato-Brownies-478543,Sweet Potato Brownies,3900.0,PaleOMG,5
Peanut-Butter-Cheesecake-Swirled-Brownies-1477562,Peanut Butter Cheesecake Swirled Brownies,3300.0,Like Mother Like Daughter,4
Brownie-Pie-1327188,Brownie Pie,3000.0,"Chocolate, Chocolate and More",4
Bittersweet-Chocolate-Glazed-Espresso-Brownie-Bites-681938,Bittersweet Chocolate Glazed Espresso Brownie Bites,16200.0,Huffington Post,3
Brownie-Pie-1166383,Brownie Pie,11400.0,Cooking Classy,4
Deep-Dark-Chocolate-Brownies-992740,Deep Dark Chocolate Brownies,1500.0,Better Homes and Gardens,3
Peanut-Butter-Cheesecake-Brownies-1330013,Peanut Butter Cheesecake Brownies,6300.0,Crazy For Crust,4
Microwave-Brownie-Lava-Cake-1096529,Microwave Brownie Lava Cake,900.0,The Yummy Life,4
Chocolate-Nut-Brownies-TasteOfHome,Chocolate Nut Brownies,1800.0,Taste of Home,4
Fudgy-Vegan-Low-Fat-Brownies-1625944,Fudgy Vegan Low-Fat Brownies,2100.0,The Vegan 8,4
Greek-Yogurt-Brownies-1232867,Greek Yogurt Brownies,2400.0,Sprinkled With Jules,4
Bourbon-pecan-pie-brownies-333743,Bourbon Pecan Pie Brownies,3600.0,How Sweet It Is,5
Dark-Chocolate-Beet-Brownies-633966,Dark Chocolate Beet Brownies,3900.0,Vegetarianized,3
Neiman-Marcus-Brownies-793254,Neiman Marcus Brownies,3600.0,Recipe Dose,4
Double-Chocolate-Brownies-1352355,Double Chocolate Brownies,2400.0,Living Locurto Blog,4
Snickers-Brownie-for-2-1505186,Snickers Brownie for 2,1500.0,Kleinworth Co.,4
Fudgy-Pumpkin-Brownies-with-2-Ingredients_-1310038,Fudgy Pumpkin Brownies with 2 Ingredients!,1980.0,Spend with Pennies,4
One-Bowl-Brownies-1271390,One Bowl Brownies,2400.0,Tasty Kitchen,3
Salty-Sweet-Butterscotch-Brownies-_ReluctantEntertainer_com_-1058636,Salty Sweet Butterscotch Brownies {ReluctantEntertainer.com},2400.0,Reluctant Entertainer,4
Ultimate-Beetroot-Brownies-with-Coconut-1202990,Ultimate Beetroot Brownies with Coconut,3600.0,Coffee and Vanilla,4
Chile-Caribe-Brownies-MyRecipes-234976,Chile Caribe Brownies,4200.0,MyRecipes,3
Peppermint-Brownie-Trifles-1429428,Peppermint Brownie Trifles,3000.0,Almost Supermom,4
Mint-Chocolate-Brownies-MyRecipes-247682,Mint Chocolate Brownies,3900.0,MyRecipes,4
Vegan-Protein-Breakfast-Brownie-1623706,Vegan Protein Breakfast Brownie,900.0,Healthy Living How To,4
Chewy-Peanut-Butter-Brownies-Allrecipes,Chewy Peanut Butter Brownies,2400.0,AllRecipes,5
Easy-Mint-Brownies-1397651,Easy Mint Brownies,2400.0,FoodySchmoody,4
Sweet-Potato-Brownies-1561022,Sweet Potato Brownies,3300.0,Healthy Holistic Living,4
Mexican-Spiced-Brownies-1261939,Mexican Spiced Brownies,2700.0,The Baking Chocola Tess,4
Cheesecake-Brownies-MyRecipes-214676,Cheesecake Brownies,3300.0,MyRecipes,3
Grand-Marnier-dark-chocolate-brownies-1622836,Grand Marnier dark chocolate brownies,3000.0,the hungry mum,4
Best-Ever-Healthier-Chocolate-Brownies-1025448,Best Ever Healthier Chocolate Brownies,1500.0,Eat Good 4 Life,4
Kahlua-Brownies-w_-Brown-Butter-Kahlua-Icing-472777,Kahlua Brownies w/ Brown Butter Kahlua Icing,4500.0,Recipe Girl,5
Peanut-Butter-Cookie-Brownies-1223994,Peanut Butter Cookie Brownies,2700.0,Lovely Little Kitchen,4
Rainbow-Chip-Brownies-1293848,Rainbow Chip Brownies,3000.0,Cookies & Cups,4
Fudgy-Caramel-Egg-Brownies-1562102,Fudgy Caramel Egg Brownies,2700.0,"Oh, Sweet Basil",4
Scrum-Diddly-Umptious-Vegan-Brownies-627967,Scrum-Diddly-Umptious Vegan Brownies,2400.0,Cooklime,3
Red-Velvet-Cheesecake-Brownie-Bites-1278088,Red Velvet Cheesecake Brownie Bites,1920.0,Just a Taste,4
Fudge-Brownies-with-Walnuts-and-White-Chocolate-1227679,Fudge Brownies with Walnuts and White Chocolate,4500.0,Baking For The Cure,4
Caramel-Pecan-Brownies-490015,Caramel Pecan Brownies,3300.0,Bake or Break,4
Cheesecake-Brownie-Squares-894874,Cheesecake Brownie Squares,3600.0,Taste of Home,3
Waffle-Iron-Brownies-Allrecipes,Waffle Iron Brownies,2100.0,AllRecipes,4
Espresso-Oats-Brownies-1329634,Espresso Oats Brownies,3600.0,Whisk Affair,4
Brownie-Cookies-1191164,Brownie Cookies,3000.0,Diabetic Connect,3
Best-Ever-Chewy-Fudgy-Gluten-free-Brownies-1189275,Best Ever Chewy Fudgy Gluten-free Brownies,4200.0,My Gluten-Free Kitchen,4
Brownie-in-a-Cup-1343115,Brownie in a Cup,900.0,Divya's Culinary Journey,4
Sweet-Potato-Smores-Brownies-626165,Sweet Potato-Smores Brownies,4200.0,From Brazil to You,3
Zucchini-Chocolate-Chip-Brownies-1183449,Zucchini Chocolate Chip Brownies,2100.0,Joyful Healthy Eats,4
Famous-Fudgy-Brownies-1521439,Famous Fudgy Brownies,3000.0,Nana's Best recipes,4
Sinfully-delicious-brownies-332912,Sinfully Delicious Brownies,3000.0,Food52,3
Red-Velvet-Brownies-with-White-Chocolate-Buttercream-Frosting-969436,Red Velvet Brownies with White Chocolate Buttercream Frosting,3900.0,Smells Like Home,4
Award-Winning-Chocolate-Chip-Walnut-Brownies-680627,Award Winning Chocolate Chip Walnut Brownies,3600.0,A Bountiful Kitchen,4
Easiest-Lemon-Brownies-1257613,Easiest Lemon Brownies,2100.0,Jenny Can Cook,4
Nutella-Skillet-Brownie-1493499,Nutella Skillet Brownie,2400.0,Grumpy's Honeybunch,4
Fudgy-One-Pot-Brownies-1031285,Fudgy One-Pot Brownies,2400.0,Cooking for Kids About.com,3
Fudgy-Chewy-Brownies-1383285,Fudgy Chewy Brownies,4200.0,The Artistic Soul,4
M_M-Brownies-in-a-Jar-with-FREE-Printable-1107555,M&M Brownies in a Jar with FREE Printable,3300.0,Delightful E Made,4
Extra-Fudgy-Coconut-Oil-Brownies-990428,Extra Fudgy Coconut Oil Brownies,2100.0,Pinch of Yum,4
Reeses-Monster-Brownies-1074468,Reese’s Monster Brownies,1800.0,Tastes of Lizzy T,4
Samoa-Fudge-Brownies-1011092,Samoa Fudge Brownies,3000.0,Bakeaholic Mama,4
Praline-Iced-Brownies-1156418,Praline-Iced Brownies,3300.0,Good Housekeeping,3
Cream-Cheese-Swirl-Brownies-MyRecipes-213325,Cream Cheese Swirl Brownies,3900.0,MyRecipes,4
Brownie-Batter-Cookie-Dough-Popcorn-1004649,Brownie Batter Cookie Dough Popcorn,900.0,Inside BruCrew Life,4
Easy-Caramel-Brownies-1031678,Easy Caramel Brownies,3000.0,The Happier Homemaker,3
Raw-Brownies-Allrecipes,Raw Brownies,2100.0,AllRecipes,4
Brownie-Granola-Bars-1694418,Brownie Granola Bars,1200.0,Kevin Is Cooking,4
Nutella-Fudge-Brownies-1611127,Nutella Fudge Brownies,2100.0,Skinny Ms,4
Espresso-Brownies-1503305,Espresso Brownies,2400.0,Savory Simple,4
5-Ingredient-Hot-Cocoa-Mix-Microwave-Brownies-1060931,5 Ingredient Hot Cocoa Mix Microwave Brownies,300.0,Honey & Figs,4
Brownie-Thins-494660,Brownie Thins,2400.0,Confections of a Foodie Bride,4
Gluten-Free-Little-Debbie-Cosmic-Browniesfrom-Classic-Snacks_-1529058,Gluten Free “Little Debbie” Cosmic Brownies—from Classic Snacks!,600.0,Gluten-Free on a Shoestring,4
Super_Fudgy-Brownies-Martha-Stewart,Super-Fudgy Brownies,10800.0,Martha Stewart,4
Thin-Mint-Brownies-1032996,Thin Mint Brownies,1800.0,Kevin and Amanda,4
Raspberry-Brownies-AllRecipes,Raspberry Brownies,3900.0,AllRecipes,4
Baileys-Irish-Cream-Brownies-1601467,Baileys Irish Cream Brownies,4500.0,Butter Cream Blondie,4
Three-Layer-Pumpkin-Brownies-1293338,Three Layer Pumpkin Brownies,5400.0,Back to Her Roots,4
Zucchini-Banana-Brownies-1295240,Zucchini Banana Brownies,3600.0,Kitchen Confidante,4
Gluten-Free-Brownies-1169565,Gluten Free Brownies,2700.0,Your Homebased Mom,4
Peppermint-Brownies-1389668,Peppermint Brownies,2700.0,Joyful Healthy Eats,4
Nutella-Brownies-1709548,Nutella Brownies,3000.0,Just So Tasty,4
Raw-Hazelnut-Chocolate-Brownies-1557850,Raw Hazelnut Chocolate Brownies,600.0,Texanerin,4
Phenomenal-Mint-Brownies-1525441,Phenomenal Mint Brownies,3600.0,I Dig Pinterest,4
Carob-Brownies-1068281,Carob Brownies,2400.0,fitnesstreats.com,4
Triple-Chocolate-Brownies-Martha-Stewart-239931,Triple-Chocolate Brownies,2400.0,Martha Stewart,4
Perfect-Chocolate-Brownies-1116338,Perfect Chocolate Brownies,4800.0,The Guardian,3
Dark-Chocolate-Beet-Brownies-1318497,Dark Chocolate Beet Brownies,3600.0,Momma Young,4
Uber-Chocolate-Brownies-1545917,Uber-Chocolate Brownies,3600.0,women&home,3
Sweet-_-Salty-Brownies-1030730,Sweet & Salty Brownies,3900.0,Une Gamine dans la Cuisine,4
Black-Bean-Blender-Brownie-998582,Black Bean Blender Brownie,2700.0,Snack Girl,4
Cookie-Dough-Brownies-971289,Cookie Dough Brownies,4800.0,Normal Activities,4
Dairy-Free-Peanut-Butter-Brownies-1601851,Dairy Free Peanut Butter Brownies,3300.0,"Lean, Clean, And Brie",4
Mocha-brownies-337959,Mocha Brownies,2700.0,MyRecipes,3
Mocha-Brownie-Sundae-1408875,Mocha Brownie Sundae,600.0,RecipesPlus,3
Reeses-Peanut-Butter-Fudge-Brownies-1002736,Reese’s Peanut Butter Fudge Brownies,3300.0,Parade's Community Table,4
Chocolate-mint-brownie-bites-305061,Chocolate Mint Brownie Bites,3300.0,The Pioneer Woman,5
Copycat-Cosmic-Brownies-1344777,Copycat Cosmic Brownies,3300.0,The PinterTest Kitchen,4
Trick-or-Treat-Brownie-1059828,Trick or Treat Brownie,2700.0,A Sparkle of Genius,4
Ultimate-Walnut-Brownies-1615107,Ultimate Walnut Brownies,3900.0,Run Cook Laugh,4
Chocolate-Chip-Cookie-_-Oreo-Fudge-Brownie-Bar-482546,Chocolate Chip Cookie & Oreo Fudge Brownie Bar,4500.0,Brown Eyed Baker,4
Pumpkin-Fudge-Brownies-1322107,Pumpkin Fudge Brownies,1800.0,Just Another Mom,4
Mudslide-Brownies-MyRecipes-225111,Mudslide Brownies,4500.0,MyRecipes,4
Breakfast-Brownies-568612,Breakfast Brownies,1800.0,Eat. Drink. Love.,4
Brownie-Batter-Dip-1238372,Brownie Batter Dip,900.0,Something Swanky,4
Loaded-Rocky-Road-Brownies-1179826,Loaded Rocky Road Brownies,2400.0,My Sweet Mission Blog,4
Valentines-Day-Brownie-Kabobs-1100003,Valentines Day Brownie Kabobs,3600.0,The Rebel Chick,4
Skinny-Brownies-1220436,Skinny Brownies,2400.0,Tomato Boots,4
Double-Malt-Brownies-677286,Double Malt Brownies,5400.0,Taste and Tell,4
Gluten-Free-Chocolate-Chip-Cookie-Brownies-1603287,Gluten Free Chocolate Chip Cookie Brownies,2280.0,365 Days of  Slow Cooking,4
Nutella-Stuffed-Brownies-1274032,Nutella Stuffed Brownies,9600.0,Living Sweet Moments,3
Oreo-Cheesecake-Bars-1704079,Oreo Cheesecake Bars,6300.0,Sweet Sundays,4
Peanut-Butter-Brownies-482006,Peanut Butter Brownies,4200.0,Brown Eyed Baker,4
Double-Chocolate-Brownies-1329470,Double Chocolate Brownies,2400.0,Ultimate Paleo Guide,4
Brownie-Batter-S_mores-Dip-1505960,Brownie Batter S'mores Dip,600.0,Real Housemoms,4
Nutella-Hot-Chocolate-Brownie-Bites-1435316,Nutella Hot Chocolate Brownie Bites,4200.0,Ready to Yumble,3
Rocky-Road-Brownies-1602333,Rocky Road Brownies,1800.0,This Silly Girl's Life,4
Salt-and-Pepper-Caramel-Brownies-1331967,Salt and Pepper Caramel Brownies,4500.0,Eats Well With Others,4
Cappuccino_frosted-Brownies-My-Recipes,Cappuccino-Frosted Brownies,4200.0,MyRecipes,4
Dark-Chocolate-Cherry-Brownies-895769,Dark-Chocolate Cherry Brownies,3900.0,Self,3
Be-mine-cherry-brownies-343079,Be Mine Cherry Brownies,3900.0,MyRecipes,4
Mexican-Brownies-with-Tequila-Lime-Buttercream-1614535,Mexican Brownies with Tequila Lime Buttercream,3900.0,The Girl in the Little Red Kitchen,4
Pecan-Fudge-Brownies-Martha-Stewart,Pecan Fudge Brownies,3600.0,Martha Stewart,5
Gingerbread-Brownies-1431380,Gingerbread Brownies,3600.0,Sugar and Cloth,4
Caramel-Peanut-Butter-Brownie-Pie-1324593,Caramel Peanut Butter Brownie Pie,6900.0,Bake or Break,4
Dreyer_s-Super-Sundae-Brownie-Bowl-896318,Dreyer's Super Sundae Brownie Bowl,1500.0,Dreyers,4
Mini-Chocolate-Brownies-579169,Mini Chocolate Brownies,4200.0,Weight Watchers UK,3
Blonde-Brownies-I-1636994,Blonde Brownies I,3000.0,AllRecipes,4
Milk-Chocolate-Brownies-1195044,Milk Chocolate Brownies,3300.0,In Jennie's Kitchen,4
Brownie-Cookies-1065863,Brownie Cookies,3300.0,"Chocolate, Chocolate and More",4
Fudgy-Brownie-Salted-Caramel-Shakes-1253635,Fudgy Brownie Salted-Caramel Shakes,600.0,Betty Crocker,3
Nutella-Swirl-Brownies-1010631,Nutella Swirl Brownies,2100.0,Turnips 2 Tangerines,4
Leftover-Chocolate-Mousse-1683154,Leftover Chocolate Mousse,900.0,Recipe This,4
Avocado-Brownies-with-Peanut-Butter-Swirl-1233622,Avocado Brownies with Peanut Butter Swirl,2400.0,Two Delicious,4
Vegan-Brownies-559872,Vegan Brownies,2400.0,Crazy For Crust,4
Triple-Chocolate-Cherry-Brownies-1195273,Triple Chocolate Cherry Brownies,1800.0,Mom On Timeout,4
Almond-Joy-Brownie-Bites-960559,Almond Joy Brownie Bites,3000.0,Confessions of a Cookbook Queen,4
Marshmallow-Brownies-Allrecipes_1,Marshmallow Brownies,3000.0,AllRecipes,4
Oh-So-Good-Brownies-1395312,Oh So Good Brownies,2400.0,Love Foodies,4
Gingerbread-Brownies-1438224,Gingerbread Brownies,3600.0,Sugar and Cloth,4
Fudgy-Skillet-Brownies-Martha-Stewart,Fudgy Skillet Brownies,3000.0,Martha Stewart,4
Fudgy-Hazelnut-Rye-Brownies-504243,Fudgy Hazelnut Rye Brownies,3900.0,The Kitchn,4
Protein-Brownies-1210098,Protein Brownies,2100.0,The Smart Cookie,4
Skinny-Chocolate-Brownies-1077255,Skinny Chocolate Brownies,2400.0,Trial And Eater,4
Cookies-and-Cream-Brownies-1010318,Cookies and Cream Brownies,3000.0,Spicy Southern Kitchen,4
Mississippi-Mud-Brownies-1185956,Mississippi Mud Brownies,3000.0,Buns in my Oven,4
Low-Carb-Chocolate-Cheesecake-Brownies-1615009,Low Carb Chocolate Cheesecake Brownies,2400.0,Step Away From The Carbs,4
Rocky-road-brownies-337402,Rocky Road Brownies,3000.0,MyRecipes,3
Irish-Cream-Cheesecake-Brownies-990595,Irish Cream Cheesecake Brownies,4500.0,Chez CateyLou,4
Low-Carb-Zucchini-Brownies-1204987,Low Carb Zucchini Brownies,2700.0,Maria Mind Body Health,4
Zucchini-Brownies-with-1-Minute-Frosting_-1057618,Zucchini Brownies with 1 Minute Frosting!,3000.0,Spend with Pennies,4
Dr-Pepper-Brownies-1640225,Dr Pepper Brownies,2700.0,Foodie Fun,4
Smores-Chocolate-_-Salted-Caramel-Brownie-754953,S’mores Chocolate & Salted Caramel Brownie,2100.0,Del's Cooking Twist,4
Chocolate-Brownie-Cake-900675,Chocolate Brownie Cake,3900.0,Taste,4
Individual-Fruit-and-Brownie-Trifles-1237864,Individual Fruit and Brownie Trifles,3000.0,Just a Taste,4
Olive-Oil-Chocolate-Brownies-1311574,Olive Oil Chocolate Brownies,3000.0,Not Just Baked,4
Brownie-_-Toffee-Trifle-1382191,Brownie & Toffee Trifle,2100.0,Something Swanky,4
Brownie-Drop-Cookies-1046345,Brownie Drop Cookies,1200.0,Zag Left,4
Death-By-Chocolate-Brownies-1584849,Death By Chocolate Brownies,3000.0,the hungry mum,4
Mississippi-Mud-Brownies-1308435,Mississippi Mud Brownies,4200.0,Tasty Kitchen,3
Flourless-Mocha-Brownies-1221599,Flourless Mocha Brownies,2700.0,Hummingbird High,4
Triple-Layer-Brownies-770561,Triple Layer Brownies,3300.0,Lovely Little Kitchen,4
Pumpkin-Pie-Pudding-Brownies-1332842,Pumpkin Pie Pudding Brownies,5400.0,Thrifty Diy Diva,4
Chocolate-Mousse-Brownies-1115142,Chocolate Mousse Brownies,1800.0,Diethood,4
Brownie-Waffle-Cookies-1073051,Brownie Waffle Cookies,1800.0,"Chocolate, Chocolate and More",4
Brownie-pie-336102,Brownie Pie,5400.0,Bakers Royale,5
Layered-Brownies-My-Recipes,Layered Brownies,5100.0,MyRecipes,4
Peppermint-Skillet-Brownie-1262986,Peppermint Skillet Brownie,2700.0,Bakerita,4
Peanut-Butter-Brownie-Dream-1305891,Peanut Butter Brownie Dream,3600.0,Center Cut Cook,4
Strawberry-Brownies-1377635,Strawberry Brownies,2100.0,12Tomatoes,4
Tiramisu-Brownies-1095204,Tiramisu Brownies,5100.0,Food n' Focus,4
Brownie-Ice-Cream-Sandwiches-1684354,Brownie Ice Cream Sandwiches,900.0,Over The Big Moon,4
Oreo-Cream-FIlled-Brownies-979278,Oreo Cream FIlled Brownies,2700.0,Cookies & Cups,4
Strawberry-Topped-Brownies-1003896,Strawberry Topped Brownies,2100.0,Wine Lady Cooks,4
Peanut-Butter-Cup-Brownie-Bites-1025142,Peanut Butter Cup Brownie Bites,1800.0,Persnickety Plates,4
Marshmallow-Crunch-Brownie-Bars-482200,Marshmallow Crunch Brownie Bars,3600.0,Brown Eyed Baker,4
Red-Velvet-Brownies-with-Fluffy-Cream-Cheese-Frosting-604117,Red Velvet Brownies with Fluffy Cream Cheese Frosting,4200.0,Cooking Classy,3
The-Ultimate-Fudge-Brownie-1437186,The Ultimate Fudge Brownie,4200.0,I Heart Nap Time,4
Buckeye-Brownies-_Gluten-free_-1015441,Buckeye Brownies {Gluten-free},4800.0,My Gluten-Free Kitchen,4
Maraschino-Cherry-Cheesecake-Brownies-1642305,Maraschino Cherry Cheesecake Brownies,3000.0,How Does She?,4
Perfect-Homemade-Brownies-1365939,Perfect Homemade Brownies,2400.0,Glorious Treats,4
Coconut-Macaroon-Brownies-Allrecipes,Coconut Macaroon Brownies,4500.0,AllRecipes,4
Easy-Pumpkin-Swirl-Chocolate-Brownies-484705,Easy Pumpkin Swirl Chocolate Brownies,4800.0,The Comfort of Cooking,5
One-Bowl-Nutella-Fudge-Brownies-759521,One Bowl Nutella Fudge Brownies,3600.0,Baker by Nature,4
Dark-Chocolate_chunk-Brownies-My-Recipes,Dark Chocolate-Chunk Brownies,4800.0,MyRecipes,4
Fudge-Mint-Brownies-1092556,Fudge Mint Brownies,2700.0,Oh My! Sugar High,3
Blueberry-Brownies-824512,Blueberry Brownies,3600.0,California Giant Berry Farms,3
Healthier-Lunch-Lady-Brownies-1507847,Healthier Lunch Lady Brownies,600.0,Kim's Cravings,4
Lunch-Lady-Brownies-633133,Lunch Lady Brownies,2700.0,FoodGaZm,3
Rye-Brownies-with-Caramel-and-Sea-Salt-1548382,Rye Brownies with Caramel and Sea Salt,4500.0,Eat The Love,4
Black-Bean-Brownies-1531787,Black Bean Brownies,3600.0,The Telegraph,3
Raw-Walnut-Brownies-850388,Raw Walnut Brownies,2100.0,Whole Foods Market,3
Fudgy-Brownie-Bites-_gluten-free_-dairy-free_-100_-whole-grain-options_-1632612,"Fudgy Brownie Bites (gluten-free, dairy-free, 100% whole grain options)",1860.0,Texanerin,4
Speedy-3-ingredient-brownies-and-chinet-giveaway-368158,Speedy 3 Ingredient Brownies and Chinet Giveaway,2100.0,Real Mom Kitchen,5
Brownie-Pancakes-1182556,Brownie Pancakes,900.0,Real Housemoms,4
The-Best-Flourless-Hazelnut-Chocolate-Chip-Brownies-1565071,The Best Flourless Hazelnut Chocolate Chip Brownies,7200.0,a trEATs affair,4
Knock-You-Naked-Brownies-1022296,Knock You Naked Brownies,3300.0,"So, How's It Taste?",4
Brownie-bites-369155,Brownie Bites,2100.0,My Baking Addiction,5
Fudge-Walnut-Brownies-1628827,Fudge Walnut Brownies,5100.0,AllRecipes,4
Reese_s-Brownie-Cookie-Cups-1305550,Reese's Brownie Cookie Cups,1200.0,Something Swanky,4
Chocolate-Cream-Cheese-Brownies-489753,Chocolate Cream Cheese Brownies,3900.0,Bake or Break,4
Pumpkin-Brownies-780166,Pumpkin Brownies,4200.0,"Baking and Cooking, A Tale of Two Loves",4
Small-Batch-Brownies-1315949,Small Batch Brownies,1200.0,Carmela Pop,4
Old-Fashioned-Hot-Fudge-Sundae-Cake-1683697,Old-Fashioned Hot Fudge Sundae Cake,3300.0,Sweet Little Blue Bird,4
Patriotic-Cookie-and-Brownie-Crunch-1128162,Patriotic Cookie and Brownie Crunch,2100.0,The Monday Box,4
Cheesecake-Swirled-Fudge-Brownies-1022194,Cheesecake Swirled Fudge Brownies,3600.0,Yammie's Noshery,4
Mint-Brownie-Brittle-1279027,Mint Brownie Brittle,2400.0,One Sweet Appetite,4
Easy-Brownie-Cake-Pops-1209804,Easy Brownie Cake Pops,4800.0,Barbara Bakes,4
Chocolate-Mint-Dessert-Brownies-Allrecipes,Chocolate Mint Dessert Brownies,7500.0,AllRecipes,5
Magic-Espresso-Brownies-1559631,Magic Espresso Brownies,3300.0,Food52,3
Mint-Chocolate-Freezer-Brownies-770906,Mint Chocolate Freezer Brownies,3600.0,Confessions of a Cookbook Queen,4
Cardamom-Fennel-Brownies-997936,Cardamom Fennel Brownies,3900.0,Asian Food Channel,3
Mini-Brownie-Cupcakes-Epicurious,Mini Brownie Cupcakes,5400.0,Epicurious,5
Raspberry-Brownie-Trifle-999064,Raspberry Brownie Trifle,1500.0,Tried and Tasty,4
Peppermint-Pattie-Brownies-940034,Peppermint Pattie Brownies,3000.0,Two Peas & Their Pod,4
Classic-Scratch-Made-Chocolate-Brownie-1109340,Classic Scratch Made Chocolate Brownie,2100.0,Tammilee Tips,4
Raspberry-Brownie-Baklava-1122355,Raspberry Brownie Baklava,3000.0,Platter Talk,4
Dark-Chocolate-Fudgy-Brownies-1284856,Dark Chocolate Fudgy Brownies,2700.0,Bourbon and Honey,4
Lemonies-_Lemony-Brownies_-1498237,Lemonies (Lemony Brownies),2100.0,I Sing In The Kitchen,4
Fannie-Farmer-_-The-Best-Brownies-1621017,Fannie Farmer ~ The Best Brownies,2100.0,Cooking On A Budget,4
Frosted-Fudge-Brownies-630916,Frosted Fudge Brownies,3300.0,Gonna Want Seconds,3
Peanut-Butter-and-Fudge-Brownies-with-Salted-Peanuts-Epicurious-52999,Peanut Butter and Fudge Brownies with Salted Peanuts,5100.0,Epicurious,5
White-Chocolate-Raspberry-Cheesecake-Brownies-1613987,White Chocolate Raspberry Cheesecake Brownies,5400.0,Baker by Nature,4
