,rec_name,tot_time_seconds,rec_source,rating
Hot-Fudge-Sundae-Oreo-Brownies-1347337,Hot Fudge Sundae Oreo Brownies,3600.0,Buns in my Oven,4
Peanut-Butter-Cup-Brownie-Torte-1227967,Peanut Butter Cup Brownie Torte,3300.0,The Gold Lining Girl,4
Black-Forest-Brownies-1255694,Black Forest Brownies,3300.0,Feasting on Fruit,4
Turtle-Brownies-1118383,Turtle Brownies,3600.0,Crazy For Crust,4
Small-Batch-Salted-Caramel-Brownies-1397512,Small Batch Salted Caramel Brownies,1800.0,Every Nook and Cranny,4
Fudgy-Brownie-Tartlets-1440597,Fudgy Brownie Tartlets,3600.0,Pepperidge Farm Puff Pastry,3
Fudgey-Pumpkin-Brownies-498102,Fudgey-Pumpkin Brownies,4800.0,Noble Pig,4
Speckled-Egg-and-Lavender-Brownies-1563536,Speckled Egg and Lavender Brownies,3300.0,Butter and Brioche,4
Fancy-Brownies-Allrecipes,Fancy Brownies,2700.0,AllRecipes,5
Ghirardelli-Chocolate-Brownies-with-Peppermint-Bark-AllRecipes-201253,Ghirardelli Chocolate Brownies with Peppermint Bark,5400.0,AllRecipes,5
Walnut-Hummus-Brownies-1125953,Walnut Hummus Brownies,2700.0,Sweet Remedy,4
Triple-layer-chocolate-chip-fudge-brownie-peanut-butter-blondie-bars-333580,Triple Layer Chocolate Chip-Fudge Brownie-Peanut Butter Blondie Bars,4200.0,How Sweet It Is,5
Strawberry-Brownie-Dessert-Kebab-1512412,Strawberry Brownie Dessert Kebab,1200.0,A Few Short Cuts,4
Ooey-Gooey-Smores-Brownies-1067791,Ooey-Gooey S’mores Brownies,3600.0,Pink Recipe Box,4
Brownie-Cookie-Sandwiches-633263,Brownie Cookie Sandwiches,2400.0,Cookies & Cups,3
SOUR-CREAM-ZUCCHINI-BROWNIES-1227554,SOUR CREAM ZUCCHINI BROWNIES,3300.0,The Southern Lady Cooks,4
Jillian-Michaels-Fudge-Brownies-1453835,Jillian Michaels’ Fudge Brownies,2400.0,HRecipes.com,4
Chocolate-Cheesecake-Brownies-1420429,Chocolate Cheesecake Brownies,3600.0,Amanda's Cookin',4
Raspberry-Cheesecake-Brownies-999651,Raspberry Cheesecake Brownies,3600.0,Baking Bites,4
Tie-Me-To-The-Bed-Post-Brownies-1345550,Tie Me To The Bed Post Brownies,2400.0,Low Carb Lovelies,4
Crunchy-Peanut-Butter-and-Fudge-Brownies-488925,Crunchy Peanut Butter and Fudge Brownies,5100.0,Love and Olive Oil,4
Dulce-De-Leche-Brownies-466456,Dulce De Leche Brownies,4800.0,Two Peas & Their Pod,5
Crock-Pot-Peanut-Butter-Caramel-Brownies-1600680,Crock Pot Peanut Butter Caramel Brownies,4200.0,Flour On My Face,4
Brownie-Peanut-Butter-Magic-Bars-1567838,Brownie Peanut Butter Magic Bars,2700.0,Crazy For Crust,4
Brownie-Chocolate-Chip-Cookie-Bars-_Brookies_-1206313,Brownie Chocolate Chip Cookie Bars (Brookies),4200.0,Macaroni and Cheesecake,4
Blonde-Brownies-540540,Blonde Brownies,5700.0,MyRecipes,3
German-Chocolate-Brownies-577973,German Chocolate Brownies,3600.0,Chef In Training,4
Cheesecake-Marbled-Brownies-1034895,Cheesecake-Marbled Brownies,3000.0,Epicurious,5
Vegan-Brownies-with-Chocolate-Almond-Frosting-1267898,Vegan Brownies with Chocolate Almond Frosting,2700.0,The Frost Vegan,4
Fudgy-Peanut-Butter-Swirl-Brownies-1200402,Fudgy Peanut Butter Swirl Brownies,1800.0,The Semisweet Sisters,4
Strawberry-Brownie-Trifle-1484775,Strawberry Brownie Trifle,1800.0,Confessions of an Overworked Mom,4
Chocolate-and-Hazelnut-Brownies-897757,Chocolate and Hazelnut Brownies,2400.0,As receitas lá de casa,4
Cream-Cheese-Brownies-1437278,Cream Cheese Brownies,3600.0,Food Republic,4
Salted-Caramel-Chocolate-Skillet-Brownie-With-Caramel-Ice-cream-1328515,Salted Caramel Chocolate Skillet Brownie With Caramel Ice-cream,7200.0,Roxana's Home Baking,4
Almond-Butter-Brownies-Flourless-_-Vegan-1342823,Almond Butter Brownies – Flourless & Vegan,900.0,Chocolate Covered Katie,4
Mocha-Chip-Brownies-1332852,Mocha Chip Brownies,3000.0,Mom On Timeout,4
Black-Forest-Skillet-Brownie-_Guest-Post_-1236153,Black Forest Skillet Brownie (Guest Post),3900.0,Beyond Frosting,4
Bittersweet-Chocolate-Mousse-Brownies-Allrecipes,Bittersweet Chocolate Mousse Brownies,5400.0,AllRecipes,4
Cookies-_-Cream-Brownies-1570389,Cookies & Cream Brownies,3000.0,Sequins in the South,4
Dark-Chocolate-Cherry-Brownies-1006513,Dark Chocolate Cherry Brownies,2700.0,Life's Ambrosia,4
Mocha-Brownie-Ice-Cream-Dessert-1633528,Mocha Brownie Ice Cream Dessert,2700.0,Glorious Treats,4
Homemade-Cosmic-Brownies-1263842,Homemade Cosmic Brownies,10200.0,Go Eat and Repeat,4
Scratch-Brownies-with-Chocolate-Ganache-1354255,Scratch Brownies with Chocolate Ganache,3600.0,Southern Bite,4
Zucchini-Slutty-Brownies-1307605,Zucchini Slutty Brownies,3900.0,I am baker,4
Chocolate-Brownie-Quick-Bread-989255,Chocolate Brownie Quick Bread,4200.0,Shockingly Delicious,4
Refined-Sugar-Free-Turtle-Brownies-_GF_-1581558,Refined Sugar Free Turtle Brownies (GF),3600.0,Minimalist Baker,4
Zucchini-Brownies-780335,Zucchini Brownies,2700.0,The Yummy Life,4
Guinness-Brownies-with-Butterscotch-Fudge-997805,Guinness Brownies with Butterscotch Fudge,3600.0,The Little Epicurean,4
SNICKERS-Skillet-Brownies-1488108,SNICKERS® Skillet Brownies,3300.0,Domestic Superhero,4
Dark-Chocolate-Hazelnut-Brownies-1498500,Dark Chocolate Hazelnut Brownies,2400.0,Tramplingrose,4
Double-Chocolate-Brownies-1366610,Double Chocolate Brownies,3300.0,Melissa's Southern Style Kitchen,4
Daim-Crunch-Fudge-Brownies-1223202,Daim Crunch Fudge Brownies,3300.0,Yummy Crumble,4
Caramel-Brownies-1536736,Caramel Brownies,2700.0,Dash Of Delicious,4
AMAZING-Keto-Peanut-Butter-Brownies-1537422,AMAZING Keto Peanut Butter Brownies,3000.0,The Healthy Gamer Girl,4
Chocolate-Raspberry-Brownies-1231629,Chocolate Raspberry Brownies,3000.0,Bargain Mums,4
Delicious-Grain-Free-Brownies-1105271,Delicious Grain Free Brownies,3000.0,Healthy Holistic Living,4
Slow-Cooker-Quinoa-Brownies-988370,Slow Cooker Quinoa Brownies,7500.0,My Whole Food Life,4
Flourless-Pumpkin-Cheesecake-Brownies-1317362,Flourless Pumpkin Cheesecake Brownies,4500.0,The Recipe Rebel,4
On-Football-_-Brownies-1225536,On Football & Brownies,3900.0,The Kitchen Sink,4
Peppermint-Oreo-Chocolate-Chip-Brownies-483424,Peppermint Oreo Chocolate Chip Brownies,4500.0,Picky Palate,5
Mint-Chocolate-Brownies-1536431,Mint Chocolate Brownies,3600.0,Together As Family,4
Brownie-Batter-Overnight-Oatmeal-1293588,Brownie Batter Overnight Oatmeal,900.0,Honey & Figs,4
Pauline_s-Brownies-1487413,Pauline's Brownies,1800.0,Homan At Home,4
Pumpkin-Chocolate-Brownies-1292831,Pumpkin-Chocolate Brownies,14700.0,MyRecipes,3
Salted-Caramel-Frosted-Kahlua-Brownies-470633,Salted Caramel Frosted Kahlua Brownies,4200.0,Tracey's Culinary Adventures,4
Beet-Chocolate-Brownies-466973,Beet Chocolate Brownies,3300.0,La Tartine Gourmande,5
Vegan-Gluten-Free-Brownies-1627647,Vegan Gluten Free Brownies,2700.0,Vega-licious,3
Spiced-Paleo-Brownies-1508864,Spiced Paleo Brownies,2280.0,Healthy Nibbles and Bits,4
Chocolate-Peanut-Butter-Brownies-1233629,Chocolate Peanut Butter Brownies,2280.0,Lemons for Lulu,4
Brownie-Brittle-Strawberry-Lasagna-1632440,Brownie Brittle Strawberry Lasagna,1200.0,Beyond Frosting,4
Sweet-Potato-Brownies-932238,Sweet Potato Brownies,2700.0,The Healthy Foodie,4
Peppermint-Brownie-Bites-1314902,Peppermint Brownie Bites,1560.0,Recipes with Essential Oils,4
Chocolate-Almond-Brownie-Butter-1111853,Chocolate Almond Brownie Butter,1800.0,It Doesn't Taste Like Chicken,4
Fudge-Brownies-_using-coconut-flour_-1027265,Fudge Brownies {using coconut flour},2100.0,Comfy Belly,4
Root-Beer-Float-Brownies-1209703,Root Beer Float Brownies,3300.0,Cookies & Cups,4
Fudgy-Brownie-Recipe-With-Yogurt-1077931,Fudgy Brownie Recipe With Yogurt,2700.0,The Seaman Mom,4
Fudge-Brownies-with-Chocolate-Frosting-1499013,Fudge Brownies with Chocolate Frosting,3600.0,Just So Tasty,4
Brownie-Mix-1464065,Brownie Mix,2100.0,Eat It And Say Yum,4
Gluten-Free-Cheesecake-Swirl-Brownies-1467511,Gluten-Free Cheesecake Swirl Brownies,2700.0,Gluten-Free Baking,4
SnoBall-Brownies-1282998,SnoBall Brownies,2700.0,Confessions of a Cookbook Queen,4
Caramel-Coconut-Pecan-Brownies-489855,Caramel Coconut Pecan Brownies,4800.0,Bake or Break,4
Chocolate-Brownies---Light-and-Healthy_-1310469,Chocolate Brownies - Light and Healthy!,1200.0,The Greek Nutritionist,4
Coffee-Brownies-1403061,Coffee Brownies,2700.0,RecipesPlus,3
Brownies-with-bacon-caramel-323321,Brownies with Bacon Caramel,5400.0,Food52,5
Kristin_s-Fudgy-Brownies-Allrecipes,Kristin's Fudgy Brownies,7200.0,AllRecipes,4
Pinot-Noir-Brownies-1438505,Pinot Noir Brownies,2700.0,Sugar Dish Me,4
Chocolate-Chip-Cookie-Brownies-1102573,Chocolate Chip Cookie Brownies,3000.0,A Latte Food,4
Dark-Chocolate-Beet-Brownies-1361173,Dark Chocolate Beet Brownies,4500.0,The Way to My Family's Heart,4
Salted-Caramel-Brownie-Bites-1266345,Salted Caramel Brownie Bites,2400.0,Confessions of a Chocoholic,4
The-Ultimate-Chocolate-Brownie-Cookie-1530402,The Ultimate Chocolate Brownie Cookie,4200.0,Sassy TownHouse Living,4
Fudgy-Mocha-Toffee-Brownies-1169247,Fudgy Mocha-Toffee Brownies,2400.0,MyRecipes,3
Skillet-Peanut-Butter-Cup-Brownies-1515749,Skillet Peanut Butter Cup Brownies,2100.0,The Country Chic Cottage,4
Raspberry-Cheesecake-Brownies-1089992,Raspberry Cheesecake Brownies,3600.0,Family Spice,4
Healthy-Caramel-Cheesecake-Brownies-1244458,Healthy Caramel Cheesecake Brownies,3900.0,Green Road to Bliss,4
Chocolate-Strawberry-Brownie-Cookies-1633120,Chocolate Strawberry Brownie Cookies,1500.0,Kates Healthy Cupboard,4
Chocolate-Chip-Brownie-Cups-with-DOVE-Fruit-Cherries-1599500,Chocolate Chip Brownie Cups with DOVE® Fruit Cherries,2400.0,The Cards We Drew,4
White-Chocolate-Raspberry-Brownies-1094688,White Chocolate Raspberry Brownies,3900.0,Flying on Jess Fuel,4
2-Ingredient-Nutella-Brownies-_Gluten-Free_-1190579,2 Ingredient Nutella Brownies {Gluten Free},1200.0,High Heels and Grills,4
Turtle-Brownie-Ice-Cream-Dessert-1209422,Turtle Brownie Ice Cream Dessert,16200.0,Betty Crocker,3
Chocolate-Chip-Brownies-TasteOfHome,Chocolate Chip Brownies,2400.0,Taste of Home,5
Salted-Caramel-Pretzel-Topped-Fudgy-Brownies-484856,Salted Caramel Pretzel-Topped Fudgy Brownies,6300.0,Averie Cooks,4
The-Best-Fudgy-Brownies-_Grain-Free_-Paleo_-Gluten-Free_-1286430,"The Best Fudgy Brownies (Grain-Free, Paleo, Gluten Free)",3000.0,Deliciously Organic,4
Salted-Caramel-Blackberry-Brownies-632885,Salted Caramel Blackberry Brownies,2700.0,Food Mouth,3
Layers-Of-Love-Chocolate-Brownies-1389885,Layers Of Love Chocolate Brownies,2400.0,VeryBestBaking,3
Peanut-Butter-Cheesecake-with-Brownie-Bottom-1065100,Peanut Butter Cheesecake with Brownie Bottom,10800.0,Peas and Peonies,4
Black-Bean-Brownies-1380966,Black Bean Brownies,2700.0,Alida's Kitchen,4
German-Chocolate-Brownies-1165161,German Chocolate Brownies,3000.0,Jamie Cooks It Up,4
Rocky-Road-Brownies-1079982,Rocky Road Brownies,2100.0,Food Fanatic,4
Dark-chocolate-zucchini-brownies-344695,Dark Chocolate Zucchini Brownies,4200.0,Cookie and Kate,5
Best-Ever-Brownies-1328081,Best Ever Brownies,3000.0,Sugar Spun Run,4
Game-Day-Half-Time-Brownies-1480515,Game Day Half-Time Brownies,1500.0,About a Mom,4
Hellraiser-_Cinna-bite_-Brownies-1595302,"Hellraiser ""Cinna-bite"" Brownies",3000.0,The Homicidal Homemaker,4
Cauliflower-Brownies-1524188,Cauliflower Brownies,3600.0,Diabetic Connect,3
Pumpkin-Brownies-1319086,Pumpkin Brownies,2100.0,Delicious Obsessions,4
Toll-House-Blonde-Brownies-542224,Toll House® Blonde Brownies,1920.0,AllRecipes,4
Brownies-V-Allrecipes,Brownies V,3600.0,AllRecipes,4
Brownie-Krinkle-Cookies-1170401,Brownie Krinkle Cookies,3900.0,Cookistry,4
Mini-Brownie-Bites-1447848,Mini Brownie Bites,1500.0,I Save A2Z,4
Peanut-Butter-Ganache-Brownies-1249857,Peanut Butter Ganache Brownies,2700.0,The Sugar Coated Cottage,4
Kahlua-Cinnamon-Brownies-534839,Kahlua Cinnamon Brownies,3600.0,"Baking and Cooking, A Tale of Two Loves",4
BYU-Mint-Brownies-1552767,BYU Mint Brownies,4800.0,My Mon Taught Me To Play With My Food,4
Halva-And-Spelt-Brownies-1564770,Halva And Spelt Brownies,3900.0,The Guardian,3
Brownies-_-Cookies-_-BROOKIES_-753882,Brownies + Cookies = BROOKIES!,4500.0,Persnickety Plates,4
Milky-Way-Brownie-Bites-1184885,Milky Way Brownie Bites,4200.0,Crazy For Crust,4
Pumpkin-Pie-White-Chocolate-Brownies-1345689,Pumpkin Pie White Chocolate Brownies,2400.0,Broma Bakery,4
Triple-Chocolate-Brownies-1580775,Triple Chocolate Brownies,,$5 Dinners,4
Dark-Chocolate-Brownies-793903,Dark Chocolate Brownies,1500.0,Recipe.com,3
Cheesecake-Brownies-1354216,Cheesecake Brownies,3000.0,Deliciously Sprinkled,4
Healthy-Fudge-Brownies-992654,Healthy Fudge Brownies,2700.0,12Tomatoes,4
The-Only-Brownie-Recipe-You_ll-Need-This-Holiday-Season-_VIDEO_-964334,The Only Brownie Recipe You'll Need This Holiday Season (VIDEO),2400.0,Huffington Post,3
Peppermint-Oreo-Brownies-1270927,Peppermint Oreo Brownies,3300.0,Bakerita,4
Brownie-Sundaes-1006395,Brownie Sundaes,3600.0,Turnips 2 Tangerines,4
Homemade-Brownies-1191318,Homemade Brownies,3300.0,Beyond The Chicken Coop,4
Samoa-Brownies-1527980,Samoa Brownies,3300.0,Betty Liu,4
Fannie-Farmer_s-1896-Brownies-1052087,Fannie Farmer's 1896 Brownies,1800.0,Le Gourmet Tv,3
Mocha-Chocolate-Chip-Avocado-Brownies-1189062,Mocha Chocolate Chip Avocado Brownies,2400.0,Joyful Healthy Eats,4
Easy-Brownie-Cup-Banana-Splits-1593237,Easy Brownie Cup Banana Splits,2400.0,Sprinkle Some Fun,4
Christmas-Tree-Brownies-1433579,Christmas Tree Brownies,1800.0,Feasting on Fruit,4
Pecan-Pie-Brownie-Bombs-1360921,Pecan Pie Brownie Bombs,3600.0,The Domestic Rebel,4
Fudgy-Dark-Chocolate-Cheesecake-Swirled-Brownies-1600115,Fudgy Dark Chocolate Cheesecake Swirled Brownies,2700.0,Amy's Healthy Baking,4
Cookies-and-Cream-Frosted-Brownies-637598,Cookies and Cream Frosted Brownies,3000.0,Chef In Training,3
Salted-Caramel-Brownie-Bites-478822,Salted Caramel Brownie Bites,3000.0,Life Made Simple,4
Salted-Caramel-Brownies-1509491,Salted Caramel Brownies,2700.0,Something Swanky,4
Garbanzo-Bean-Brownies-894247,Garbanzo Bean Brownies,2400.0,Fit Foodie Finds,4
Valentines-Cola-Brownies-997398,Valentines Cola Brownies,2700.0,EatMunchLove,4
Chocolate-Chip-Cookie-Dough-Brownie-Bombs-962785,Chocolate Chip Cookie Dough Brownie Bombs,7200.0,The Domestic Rebel,4
Caramel-Popcorn-Shortbread-Brownies-490045,Caramel Popcorn Shortbread Brownies,6000.0,Bake or Break,4
Chocolate-and-Almond-Brownies-897882,Chocolate and Almond Brownies,3600.0,Receitas Da Felicidade!,4
Rick-Katzs-Brownies-for-Julia-Child-1353857,Rick Katz’s Brownies for Julia Child,3300.0,New York Times Cooking,3
Mexican-Chocolate-Brownies-with-Cinnamon-Buttercream-Frosting-1528549,Mexican Chocolate Brownies with Cinnamon Buttercream Frosting,3120.0,Garnish With Lemon,4
Healthy-Zucchini-Brownies-1272930,Healthy Zucchini Brownies,3600.0,Baltic Maid,4
Mexican-Hot-Chocolate-Brownies-495016,Mexican Hot Chocolate Brownies,3600.0,Confections of a Foodie Bride,4
Mocha-Brownie-Cookies-1395634,Mocha Brownie Cookies,4500.0,Kitchen Konfidence,4
Easy-Almond-Flour-Fudge-Brownies-1116092,Easy Almond Flour Fudge Brownies,2280.0,Life Made Sweeter,4
Salted-Caramel-Brownies-680499,Salted Caramel Brownies,3600.0,Sarah 'n Spice,4
Chocolate-Lovers-Brownies-1102191,Chocolate Lover’s Brownies,300.0,My Whole Food Life,4
Brownie-Crunch-Bar-1097877,Brownie Crunch Bar,5100.0,Isalina Sweet Treats,4
Spicy-Caramel-Popcorn-Mexican-Chocolate-Brownies-466781,Spicy Caramel Popcorn Mexican Chocolate Brownies,4500.0,Eat The Love,5
Raspberry-Almond-Crumb-Brownies-1225534,Raspberry Almond Crumb Brownies,3300.0,Food Charlatan,4
Red-Velvet-Cream-Cheese-Brownies-1283085,Red Velvet Cream Cheese Brownies,2820.0,Center Cut Cook,4
Tri-level-Brownies-1225772,Tri-level Brownies,3900.0,Casa Veneracion,4
Sweet-Heart-Brownies-1124209,Sweet Heart Brownies,2400.0,Team Nutrition Genius,4
Salted-Caramel-Brownie-Recipe---Gluten-Free-1100277,Salted Caramel Brownie Recipe - Gluten Free,3900.0,Confessions of an Overworked Mom,4
Cognac-Brownies-with-Homemade-Caramel-Sauce-1251752,Cognac Brownies with Homemade Caramel Sauce,3000.0,Peas and Peonies,4
