,rec_name,tot_time_seconds,rec_source,rating
Cheesecake-Brownies-1400091,Cheesecake Brownies,3600.0,RecipesPlus,3
Samoa-Brownies-623255,Samoa Brownies,3300.0,Chef In Training,3
Double-Chocolate-Fudge-Brownies-1032574,Double-Chocolate Fudge Brownies,2700.0,Cafe Carol,4
Heath-Toffee-Brownies-1271345,Heath Toffee Brownies,2400.0,The Kitchen Magpie,4
Espresso-magic-brownies-324390,Espresso Magic Brownies,2700.0,Food52,3
Oreo-Stuffed-Brownie-Cookies-1313296,Oreo Stuffed Brownie Cookies,1200.0,Something Swanky,4
Chocolate-Mint-Brownies-1040105,Chocolate Mint Brownies,2700.0,O Taste And See,4
Snickers-Brownies-1708810,Snickers Brownies,3600.0,The Frugal Navy Wife,4
Vegan-Brownie-Chocolate-Ice-Cream-1196255,Vegan Brownie Chocolate Ice Cream,3600.0,Minimalist Baker,4
Cookies-and-Cream-Fudge-Brownies-1444724,Cookies and Cream Fudge Brownies,2400.0,Cooking Channel,3
Chocolate-Fudge-Brownies-with-Chocolate-Buttercream-Frosting-482445,Chocolate Fudge Brownies with Chocolate Buttercream Frosting,2700.0,Brown Eyed Baker,4
Thin-Mint-Marshmallow-Brownies-1026027,Thin Mint Marshmallow Brownies,3300.0,Food Charlatan,4
Buttertart-Brownies-1307221,Buttertart Brownies,4200.0,Abbey's Kitchen,4
Creme-De-Menthe-Brownies-975617,Creme De Menthe Brownies,4200.0,How Sweet It Is,4
Black-Forest-Cheesecake-Brownies-1045153,Black Forest Cheesecake Brownies,3600.0,Hugsand Cookies xoxo,4
Fudgey-Paleo-Brownies-1327362,Fudgey Paleo Brownies,4200.0,Paleo Hacks,3
Christmas-Tree-Brownies-820513,Christmas Tree Brownies,9300.0,Betty Crocker,3
Flourless-Chocolate-Brownie-Cookies-_naturally-gluten-free-recipe_-1245571,Flourless Chocolate Brownie Cookies {naturally gluten free recipe},1200.0,Barefeet In The Kitchen,4
Flourless-Walnut-Kidney-Bean-Brownies-_Vegan_-Gluten-Free_-1668329,"Flourless Walnut Kidney Bean Brownies [Vegan, Gluten-Free]",2700.0,One Green Planet,3
Double-Chocolate-Caramel-Brownies-1493769,Double Chocolate Caramel Brownies,3900.0,Apt. 2B Baking,4
Brownie-Truffles-_-Rum-balls-1038700,Brownie Truffles / Rum balls,2400.0,Feed Your Temptations,4
Strawberry-Rhubarb-Brownie-Cheesecake-1685056,Strawberry-Rhubarb Brownie Cheesecake,14400.0,Tablespoon,3
Whiskey-Glazed-Brownies-1539584,Whiskey Glazed Brownies,2400.0,The View from Great Island,3
Cadbury_s-Turkish-Brownies-1219554,Cadbury's Turkish Brownies,2700.0,Irish Baking Adventures,4
White-Brownies-Ii-Allrecipes,White Brownies II,8100.0,AllRecipes,4
Hell-meets-Heaven-Sinfully-Good-Brownies-1025301,Hell meets Heaven – Sinfully Good Brownies,3600.0,All That's Jas,4
Moist-_-Delicious-Paleo-Zucchini-Brownies-1063358,Moist & Delicious Paleo Zucchini Brownies,2700.0,Love Of Family And Home,4
Thomas-Keller-Ad-Hoc-Brownies-625508,Thomas Keller Ad Hoc Brownies,4200.0,The Owl with the Goblet,3
Strawberry-Sorbet-Brownie-Sandwiches-1184085,Strawberry Sorbet Brownie Sandwiches,3900.0,The Chef's Circle,4
Big-and-Rich-Brownies-_Gluten-Free_-Dairy-Free_-1218374,"Big and Rich Brownies (Gluten Free, Dairy Free)",2400.0,Gluten Free Easily,4
Brownie-Mix-Cookies-1077063,Brownie Mix Cookies,600.0,Something Swanky,4
Pumpkin-Cheesecake-Brownies-1272718,Pumpkin Cheesecake Brownies,3900.0,Flower and Sugar,4
_everything-but-the_-Kitchen-Sink-Brownies-1484860,{everything but the} Kitchen Sink Brownies,3120.0,Sugar Dish Me,4
Unbelievable-Melty-Gooey-Brownies-1480788,Unbelievable Melty Gooey Brownies,2100.0,Chocolate Covered Katie,4
Coconut-Almond-Brownie-Tassies-1107654,Coconut Almond Brownie Tassies,3600.0,Or So She Says,4
Chocolate-Brownie-Turkey-Tart-1381015,Chocolate Brownie Turkey Tart,3600.0,The First Year,4
Salted-Dulce-de-Leche-Brownies-1502340,Salted Dulce de Leche Brownies,3000.0,A Kitchen Addiction,4
Goat-Cheese-Brownies-1431209,Goat Cheese Brownies,4800.0,SugarHero,4
The-Best-Brownies-1515265,The Best Brownies,2400.0,Center Cut Cook,4
Brownie-Sandwiches-with-Salted-Caramel-Buttercream-1550251,Brownie Sandwiches with Salted Caramel Buttercream,2100.0,The Dough Will Rise Again,4
Chocolate-Chip-Cookie-Dough-Brownies-_Recipe-1560238,Chocolate Chip Cookie Dough Brownies #Recipe,3000.0,Momma in Flip Flops,4
Ooey-gooey-peanut-butter-brownies-371062,Ooey-Gooey Peanut-Butter Brownies,3000.0,Our Best Bites,5
Inside-Out-S_mores-Brownies-1334999,Inside-Out S'mores Brownies,1200.0,Better Homes and Gardens,3
Buttertart-Brownies-1301294,Buttertart Brownies,4200.0,Abbey's Kitchen,4
Bottoms-Up-Brownie-Sundae-Irish-Floats-with-Burnt-Irish-Caramel-_-Hot-Fudge_-1590567,Bottoms Up Brownie Sundae Irish Floats with Burnt Irish Caramel + Hot Fudge.,1500.0,Half Baked Harvest,4
Samuel_s-Salted-Caramel-Peanut-Brownie-Bombs-1598553,Samuel's Salted Caramel Peanut Brownie Bombs,3900.0,Yammie's Noshery,4
Brownie-Batter-Protein-Pudding-1593440,Brownie Batter Protein Pudding,300.0,Running with Spoons,4
The-Fudgiest-Cocoa-Brownies-1471370,The Fudgiest Cocoa Brownies,3300.0,What Sarah Bakes,4
How-to-Make-your-Own-Brownie-Mix-1579812,How to Make your Own Brownie Mix,300.0,Love Foodies,4
Halloween-Brownie-Bites-1300418,Halloween Brownie Bites,3000.0,Virtually Yours,4
Decadent-Brownies-a-la-Mode-627718,Decadent Brownies a la Mode,3600.0,Unilever North America,4
Raspberry-Cheesecake-Brownies-1191445,Raspberry Cheesecake Brownies,4800.0,KinFolk Recipes,4
Secret-Ingredient-Cheesecake-Brownies-1467073,Secret Ingredient Cheesecake Brownies,4200.0,Hugsand Cookies xoxo,4
Chocolate-Caramel-Coconut-Flour-Brownies-1164089,Chocolate-Caramel Coconut Flour Brownies,2100.0,DrAxe.com,3
Mint-Slice-Brownies-1229211,Mint Slice Brownies,3000.0,Bargain Mums,4
Peanut-Butter-Honey-Brownies-624369,Peanut Butter-Honey Brownies,8400.0,Pillsbury.com,3
Pumpkin_patch-Brownies-My-Recipes,Pumpkin-Patch Brownies,6300.0,MyRecipes,4
Bacon-Bourbon-Brownies-with-Pecans-1341122,Bacon-Bourbon Brownies with Pecans,6000.0,Jessy and Melissa,4
Festive-candy-cane-kiss-centered-brownie-bites-334954,Festive Candy Cane Kiss Centered Brownie Bites,2400.0,Picky Palate,5
Christmas-Tree-Brownies-1431651,Christmas Tree Brownies,1500.0,A Momless Mom,4
Chocolate-And-Raspberry-Brownie-With-Hazelnut-Crumb-1641630,Chocolate And Raspberry Brownie With Hazelnut Crumb,3900.0,The Telegraph,3
Oreo-Cream-Brownie-Bars-783003,Oreo Cream Brownie Bars,2400.0,Something Swanky,4
Snickers-Brownie-Bites-1511108,Snickers Brownie Bites,1800.0,Or Whatever You Do,4
Brownie-Batter-Energy-Bites-1553383,Brownie Batter Energy Bites,1200.0,Amy's Healthy Baking,4
Vegan-Plantain-Brownies-1117273,Vegan Plantain Brownies,2100.0,Feasting on Fruit,4
Double-Choc-Bean-Brownies-1210307,Double Choc Bean Brownies,3000.0,WYZA,4
Brownie-Drops-572120,Brownie Drops,2100.0,Saveur,3
30-Second-Fudgy-Protein-Brownie-Mug-Cake-746863,30 Second Fudgy Protein Brownie Mug Cake,600.0,Eat Teach Laugh Craft,4
Pumpkin-Brownie-Cupcakes-1318731,Pumpkin Brownie Cupcakes,3600.0,Peas and Peonies,4
Fudgy-Yogurt-Brownies-1230358,Fudgy Yogurt Brownies,3300.0,The Fountain Avenue Kitchen,4
Chocolate-Lovers-Blender-Fudge-Brownies-673690,Chocolate Lovers Blender Fudge Brownies,1980.0,"Oh, Sweet Basil",4
Strawberry-Brownies-1495053,Strawberry Brownies,1080.0,Mom's Messy Miracles,4
Brownie-Fudge-Swirl-Ice-Cream-1233094,Brownie Fudge Swirl Ice Cream,1800.0,Life Made Simple,4
3-Musketeers-Fudge-Brownies-1047789,3 Musketeers Fudge Brownies,1800.0,Hugsand Cookies xoxo,4
Lavender-Maca-Brownies-931010,Lavender Maca Brownies,2400.0,Paleo Grubs,4
Oatmeal-Brownie-Bars-576100,Oatmeal Brownie Bars,3300.0,Bake or Break,4
Fudge-Mint-Brownies-1059631,Fudge Mint Brownies,2400.0,Frugal Family Home,4
One-Bowl-Salted-Espresso-Brownies-1250608,One Bowl Salted Espresso Brownies,2400.0,The Chef Next Door Michigan,4
How-To-Make-Homemade-Box-Mix-Style-Brownies-1394657,How To Make Homemade Box Mix Style Brownies,4800.0,Picky Palate,4
Soaked-Brownies-1050229,Soaked Brownies,1500.0,Real Food Real Deals,4
Caramel-Cream-Brownie-Trifle-1392718,Caramel Cream Brownie Trifle,4500.0,Holidays,4
Outside-the-box-brownies-317844,Outside The Box Brownies,3600.0,Food52,3
Irish-Cream-Chocolate-Brownie-with-Irish-Cream-Frosting-1041028,Irish Cream Chocolate Brownie with Irish Cream Frosting,3600.0,Wonky Wonderful,4
Turtle-Brownies-1043135,Turtle Brownies,3900.0,Magical Recipes,4
Easy-Vegan-Gluten-Free-Brownies-1598773,Easy Vegan Gluten Free Brownies,2520.0,Minimalist Baker,4
Dulce-de-Leche-Brownies-1493120,Dulce de Leche Brownies,3900.0,Buns in my Oven,4
Fudgy-Chocolate-Brownies-with-Green-Sprinkles-Martha-Stewart,Fudgy Chocolate Brownies with Green Sprinkles,5100.0,Martha Stewart,5
Malted-Mint-Brownie-Bites-1520776,Malted Mint Brownie Bites,900.0,Kleinworth Co.,4
Gluten-Free-Chocolate-Orange-Brownies-1628067,Gluten Free Chocolate Orange Brownies,4200.0,Coconut Recipes,3
Decadent-Homemade-Brownies-926073,Decadent Homemade Brownies,3600.0,I am baker,4
Caramel-Brownie-Hearts-Allrecipes,Caramel Brownie Hearts,3000.0,AllRecipes,5
Ghirardelli-Fudgy-Gluten-Free-Brownies-AllRecipes-39877,Ghirardelli Fudgy Gluten-Free Brownies,3900.0,AllRecipes,5
Black-Bean-Brownies-1070037,Black Bean Brownies,3000.0,Super Healthy Kids,4
Gluten-Free-Blond-Brownie-with-Peanut-Butter-Chips-965092,Gluten Free Blond Brownie with Peanut Butter Chips,2400.0,Fearless Dining,4
Brownie-in-a-Mug-Microwave-Brownie--2minute-Brownie-1079678,Brownie in a Mug-Microwave Brownie- 2minute Brownie,300.0,Fa's Kitchen,4
Browned-Butter-And-Red-Wine-Brownies-1329354,Browned Butter And Red Wine Brownies,3600.0,A Brown Table,4
Peanut-Butter-Cookie-Dough-Brownies-472605,Peanut Butter Cookie Dough Brownies,3600.0,Recipe Girl,5
High-Protein-Fudgy-Brownies-_yep_-sugar-free-too__-1278198,"High Protein Fudgy Brownies (yep, sugar free too!)",1800.0,Bariatric Eating,3
Marbled-Chocolate-Pumpkin-Brownies-793901,Marbled Chocolate-Pumpkin Brownies,1800.0,Recipe.com,3
Nutella-Brownies-1483957,Nutella Brownies,2100.0,Sincerely Jean,4
Mummy-Hazelnut-Brownies-1325477,Mummy Hazelnut Brownies,2700.0,Deliciously Sprinkled,4
Raw-Cacao_-Beetroot-_-Pecan-Brownies-625449,"Raw Cacao, Beetroot & Pecan Brownies",2100.0,Cooks Cook,3
Crock-Pot-Turtle-Brownies-1417059,Crock Pot Turtle Brownies,15000.0,Recipes That Crock,4
Pudding-Cup-Brownie-Trifles-1000009,Pudding Cup Brownie Trifles,1200.0,Like Mother Like Daughter,4
Brownie-Cookies-517295,Brownie Cookies,1200.0,Joy of Kosher,4
Sweet-Popcorn-Brownies-1393876,Sweet Popcorn Brownies,3300.0,"Faith, Hope, Love, and Luck",4
Chocolate-Raspberry-Brownie-1569309,Chocolate Raspberry Brownie,5400.0,Healthy Pears,4
Screme-Cadbury-Brownies-1358151,Screme Cadbury Brownies,10800.0,Roxana's Home Baking,4
Dark-Chocolate-Sour-Cherry-Brownies-489926,Dark Chocolate-Sour Cherry Brownies,2700.0,Bake or Break,4
Ooey-Gooey-Brownies-for-Lovers-498020,Ooey Gooey Brownies for Lovers,3300.0,Noble Pig,4
Chocolate-Fudge-Brownies-1101643,Chocolate Fudge Brownies,3300.0,The Healthy Chef,3
Dark-Chocolate-Brownies-457534,Dark Chocolate Brownies,3000.0,Williams-Sonoma,5
Chocolate-Fudge-Brownies-with-Pecan-Praline-Frosting-895067,Chocolate Fudge Brownies with Pecan Praline Frosting,1800.0,Southern Food About.com,3
Chocolate-Crunch-Brownies-1341146,Chocolate Crunch Brownies,3600.0,Vegan in the Freezer,4
Salted-Toffee-Pretzel-Brownies-1095329,Salted Toffee Pretzel Brownies,2400.0,Or So She Says,4
